QUEST_LV_0200_20150317_000001	Philip's Soldiers
QUEST_LV_0200_20150317_000188	Banyak hal yang terjadi di sini, namun karena kejadian ini sudah lama, kita memerlukan informasi lebih lanjut untuk menemukan kebenarannya. {nl} Bisakah Kamu menemukan catatan dari Gate Route yang telah jatuh dan membuat salinannya?
QUEST_LV_0200_20150317_000189	Segalanya telah hancur seiring berlalunya waktu.
QUEST_LV_0200_20150317_000190	Terima kasih. Ini mengenai runtuhnya benteng.{nl}Aku harus melihat lebih dalam dan menemukan informasi yang berharga.
QUEST_LV_0200_20150317_000191	Aku telah melakukan banyak penyelidikan di sini, namun Aku masih mengalami kesulitan untuk menemukan sebuah kejadian yang terjadi di masa lalu karena kehadiran para monster. {nl} Bisakah Kamu pergi dan melihat ke masa lalu untuk mewakiliku?
QUEST_LV_0200_20150317_000192	Gunakan Magnifying Glass sewaktu berada di area Pergele Roads. Kamu akan melihat masa lalumu.
QUEST_LV_0200_20150317_000193	Pergunakanlah dengan sangat hati-hati. Hanya inilah yang tersisa.
QUEST_LV_0200_20150317_000194	Apa yang terjadi? Jangan bilang kepada siapapun mengenai apa yang telah kamu lihat di sini.
QUEST_LV_0200_20150317_000195	Untuk memahami situasinya, tidak ada jalan lain, selain pergi ke Fortress Land yang merupakan markas besar dari Ruklys.{nl}Tapi, kita tidak bisa masuk karena prajurit kerajaan membatasi orang yang masuk.{nl}Aku memiliki solusinya ..
QUEST_LV_0200_20150317_000196	Portal yang digunakan oleh para Remnants saat mencoba melarikan diri dari Fortress Land.{nl}Semua berjumlah sepuluh berdasarkan catatan.{nl}Empat diantaranya ada di sini. Bisakah kamu periksa apakah masih bisa diaktifkan ?
QUEST_LV_0200_20150317_000197	"
Karena rencana kita ini, kita bisa dihukum ke tiang gantungan. {nl} Tolong untuk merahasiakannya."
QUEST_LV_0200_20150317_000198	Portal di Military District merupakan satu-satunya harapan kita.
QUEST_LV_0200_20150317_000199	Hunter Talus
QUEST_LV_0200_20150317_000200	Aku mencari beberapa Artifacts of Lydia Schaffen, yang dibangun pada Tower of Stars. {nl} Permanah terkenal yang pernah melukai Ruklys.
QUEST_LV_0200_20150317_000201	Royal Army Guard Retia
QUEST_LV_0200_20150317_000202	Akibat Stone Frosts yang diciptakan oleh Ruklys' Rebellion ratusan tahun lalu, Daratan ini berubah menjadi gurun yang tandus.
QUEST_LV_0200_20150317_000203	Kami tidak mengizinkanmu untuk masuk semenjak Knights Kaliss memerintahkan kami untuk melakukannya, mohon agar tetap dalam pengawasan kami.
QUEST_LV_0200_20150317_000204	Medzio Diena 4 tahun yang lalu, Benas diangkat sebagai Chief Commander dipasukannya. {nl} Dia diperintahkan untuk menjaga jalan menuju Fortress Land.
QUEST_LV_0200_20150317_000205	Jika Kamu tidak terburu-buru, tolong kalahkan monster di area A. {nl} Itu akan menjadi langkah pertama bagimu untuk berkontribusi kepada  Goddess dan Kingdom.. {nl} Tentu saja, Aku berjanji akan memberimu imbalan yang sesuai.
QUEST_LV_0200_20150317_000206	Rebel Commander Ruklys, dan warga di sini terlibat dalam tindakan jahat {nl} meskipun terpilih dari Great Merchant, Premier Eminent. Hasilnya adalah tempat ini.
QUEST_LV_0200_20150317_000207	Tidak terlalu buruk. Mungkin para penjaga dapat menggunakannya.
QUEST_LV_0200_20150317_000208	Kedatangan Medzio Deina, Stone Frosts muncul secara tidak beraturan. {nl} Akibat tidak teraturanya Stone Frosts membuat kehilangan banyak pasukan kami disekitar gurun ini. {nl} Kami mengatur Petrification Decives secara terbatas di Square Lamanetation dan kami melakukan pemeriksaan Frequency Frosts dan mengevakuasi pasukan dari area ini.
QUEST_LV_0200_20150317_000209	Memeriksa Petrification Devices bila kamu setia dengan kerajaan dan menerima kebijakannya.
QUEST_LV_0200_20150317_000210	Ada beberapa monster yang mencoba mengejar para prajurit yang menjaga perangkat tersebut. Jadi berhati-hatilah.
QUEST_LV_0200_20150317_000211	Stone Frosts telah disingkirkan dari kedua tempat tersebut. {nl} Aku mendengar kamu adalah Savior yang cukup terkenal. {nl} Benarkah ?
QUEST_LV_0200_20150317_000212	Sejak beberapa bulan waktu monster yang menyerang para pasukan ketika mengecek detector, telah muncu..{nl} Menurut cerita dari para pasukan yang bertahan hidup, monster itu merupakan burung raksasa.{nl} Setelah menemukan Royal Family Book, sungguh terlihat sama dengan Sparnashorn.Sejak beberapa bulan yang lalu, Banyak monster yang menyerang pasukan yang sedang memperbaiki Devices yang ditemukan. {nl} Prajurit yang mampu bertahan menyampaikan ini merupakan Gigantic bird. {nl} Ketika kami memeriksa pada Illustruated Records Kingdom, ini terlihat seperti Sparnashorn.
QUEST_LV_0200_20150317_000213	Jika Kamu adalah seorang Savior, bukanlah sebuah masalah bagimu untuk melawannya. {nl} Tapi, tidak di sini di daerah A. Para prajurit yang kelelahan akan terkena imbasnya juga.
QUEST_LV_0200_20150317_000214	Gunakan Absorption Scroll ini untuk sementara waktu untuk menghilangkan Stone Frosts yang mulai terlihat di area A. {nl} Sparnashorn nanti akan muncul dari Stone Frosts di area B.
QUEST_LV_0200_20150317_000215	Pasukan ini terancam nyawanya oleh Sparnashorn dan Stone Frosts. {nl} Mereka dibutakan oleh rasa takut sehingga mereka tidak akan mampu untuk melawan mereka.
QUEST_LV_0200_20150317_000216	Stone Frosts menghilang untuk sementara waktu. {nl} Tidak ada cara lain yang dapat kita lakukan untuk mengentikan Ruklys Punishments bagaimanapun caranya. 
QUEST_LV_0200_20150317_000217	Apakah kamu siap ? Sekarang adalah waktunya untuk menghabisi Sparnashorn.{nl} Tetapi tidak banyak waktu tersisa. Seberapa kuat sebagai Saviour, jika terkena Stone Frost maka itu merupakan akhir dari segalanya.{nl} Pergilah ke area B. Sparnashorn akan datang menyerang apabila kamu menyentuh Detector tersebut. {nl} Kalahkan dan segera keluar dari area tersebut sebelum Stone Frost muncul.
QUEST_LV_0200_20150317_000218	Berlari untuk menghindarinya juga merupakan cara terbaik. {nl} Tapi Kamu tidak bisa terus melakukan hal itu untuk waktu yang lama. {nl} Ini harus segera dihentikan ketika ada seorang relawan yang hebat dan setia sepertimu.
QUEST_LV_0200_20150317_000219	Mendengarnya telah dikalahkan adalah berita terbaik yang Aku dengar selama tahun-tahun ini. {nl} Sekarang lebih baik Aku memperkenankan pasukan untuk beristirahat terlebih dahulu dan memberitahu mereka mengenai kabar baik ini.
QUEST_LV_0200_20150317_000220	Ada sesuatu yang ingin selalu aku tanyakan apabila bertemu seseorang disini. {nl} Dapatkah kamu membersihkan Toko kami ? Monster-monter bermunculan dimanapun aku berada dan aku tidak dapat mengerjakannya sendiri. {nl} Para pasukan kerajaan tidak berani meskipun datang mendekatiku jadi jangan pikirkan mereka. {nl} Apa yang sedang kamu pikirkan? Dapatkah kamu membantuku?
QUEST_LV_0200_20150317_000221	Jenis pekerjaan yang Aku lakukan adalah rahasia bisnis jadi aku tidak bisa menyampaikannya kepadamu apa itu .. {nl} Lagi pula tidak ada yang memiliki benda-benda ini. Simpanlah jika Kamu membutuhkannya.
QUEST_LV_0200_20150317_000222	Secepat itu? Apakah kamu yakin tidak melewatkan satupun?
QUEST_LV_0200_20150317_000223	Apakah kamu tidak mengetahui bagaimana aku berhasil melewati pengawasan yang ketat dari pada penjaga? {nl} Itu semuanya karena aku memiliki rekan. Disana terdapat Pasukan Kerjaan yang membeli xxx Claws untuk menaikan kinerjanya. {nl} Sebenarnya, Aku tidak ingin berada disekitar monster. Terutama dengan si A.
QUEST_LV_0200_20150317_000224	Bisakah kamu menangkapnya dan membawakanku Claws yang mereka miliki?
QUEST_LV_0200_20150317_000225	Kurasa kamu salah paham. Kami adalah Archeologist, bukan pencuri.
QUEST_LV_0200_20150317_000226	Sepertinya ini sangat mahal. {nl}Terima kasih banyak.
QUEST_LV_0200_20150317_000227	Sebaiknya kamu berhenti berencana untuk mendapatkan sesuatu dari Petrified City. {nl} Terlepas dari kami, disana ada banyak sekali Dico Thieves. {nl} Tapi setidaknya Kamu akan medapatkan reward jika Kamu membantu kami.
QUEST_LV_0200_20150317_000228	Di area A, ada sebuah kotak berisikan barang-barang yang Dico Thieves bawa dari luar. Bisakah Kamu mengambilnya dari mereka? {nl} Aku sempat mengintip sejenak dan sepertinya mereka belum kembali.
QUEST_LV_0200_20150317_000229	Mereka sangat cerdas.{nl} mereka membawa barang antik palsu dari luar, dan menaruhnya ditempat terjadinya Stone Frost Blows.{nl} kemudian barang antik bisa mengejutkan dan berubah menjadi luar biasa indah. {nl} Aku mendengar para bangsawan tertipu dan membelinya dengan harga yang mahal.
QUEST_LV_0200_20150317_000230	Sepertinya Dico Thieves berencana untuk memperbesar bisnis mereka lebih dari yang kukira. {nl} Itu jumlah yang sangat banyak. Apakah menurut Kamu mereka juga memiliki koneksi dengan Royal Army?
QUEST_LV_0200_20150317_000231	Petrified Flowers terjual dengan harga yang sangat mahal di kalangan Novice Sculptors. {nl} Mereka melihatnya untuk membuat tiruannya tetapi mereka tidak mengetahui darimana benda itu berasal. {nl} Ini tidak baik walau bagaimanapun juga ..
QUEST_LV_0200_20150317_000232	Jadi, bisakah kamu mengumpulkan beberapa Petrified Flowers?
QUEST_LV_0200_20150317_000233	Kakakku pernah belajar untuk menjadi seorang Sculptor. {nl} Meskipun Aku tidak tahu di mana dia setelah Medzio Diena.. {nl} Aku yakin dia mengukir Goddess Statue yang indah di suatu tempat jika ia masih hidup..
QUEST_LV_0200_20150317_000234	Ini mengingatkan Aku kepada kakakku .. {nl} Dimana dan apa yang dia lakukan sekarang? {nl} Bagaimanapun juga, terima kasih telah mengumpulkannya.
QUEST_LV_0200_20150317_000235	Aku punya teman yang seharusnya datang ke sini namun dia tak ada dimana-mana. Kamu tidak berpikir Aku akan bekerja sendirian di area seluas ini, bukan? {nl} Aku pikir sesuatu telah terjadi.
QUEST_LV_0200_20150317_000236	Dia bersembunyi di antara para penjaga di Security Area. Botol Air ini merupakan kodenya. Jika Kamu memberikannya kepada para penjaga, dia akan mengerti dan berbicara denganmu.
QUEST_LV_0200_20150317_000237	Lebih baik mengerjakannya dengan cepat karena Stone Frost hanya akan menyapu bersih semuanya. {nl} Kamu bisa mengetahui kapan dan dimana Stone Frost muncul, Jika Kamu mengamati sejarah Royal Army. {nl} Dan cara tercepat untuk mendapatkan informasi tersebut adalah dengan menjadi seorang Prajurit Kerajaan.
QUEST_LV_0200_20150317_000238	Hush! Jangan bersuara. Semua akan berakhir bila kita tertangkap.
QUEST_LV_0200_20150317_000239	Apakah Juvertas yang mengutusmu ke sini? {nl} Aku sudah mengatakan kepadanya berkali-kali bahwa Aku akan kembali setelah menyelesaikan pekerjaanku di sini. {nl} Aku tidak tahu kebodohannya akan membuat dia mengutus seseorang. {nl} Sebenarnya ada masalah yang besar disini.
QUEST_LV_0200_20150317_000240	Keluarga kami tidak bisa masuk ke dalam kota karena berasal dari luar. {nl} Kami membutuhkan bantuan Kamu. {nl} Kami tidak bisa membawa keluarga kami tanpa di ketahui oleh para pasukan. {nl} Mereka semua harus pergi dari sini.
QUEST_LV_0200_20150317_000241	Aku akan membuat keributan besar di area A. Aku akan memanggil Saltistter yang berkeliaran di sekitar area tersebut. {nl} Untuk melakukannya, Kamu perlu mengumpulkan Scented Stone Powder dari para monster. Apakah Kamu bisa melakukannya?
QUEST_LV_0200_20150317_000242	Keluarga kami seharusnya telah melewati tempat ini sebelum Royal Army. {nl} Tetapi ketika Retia mempercepat segalanya saat Stone Frost menerjang membuat kami tidak dapat melewatinya.
QUEST_LV_0200_20150317_000243	Ini sangat sempurna. {nl} Jika Kamu menuangkannya di sini, Kamu akan segera melihat Saltistter muncul bahkan yang berwujud besar. {nl} Tapi itu bukanlah rencana kita!
QUEST_LV_0200_20150317_000244	Kita tidak seharusnya menjadikan tempat ini sebagai medan perang. Dengan begitu keluarga kita tidak akan bisa melewatinya. {nl} Mari kita pikirkan sejenak..
QUEST_LV_0200_20150317_000245	Tebarkan bubuk ini ke x monster yang muncul di area B. {nl} Dengan begitu Bewitched Saltistter akan menyerang mereka. {nl} Retia tidak akan berdiam diri dan melihat areanya diserang begitu saja.
QUEST_LV_0200_20150317_000246	Keluarga kami datang dari berbagai daerah. Aku juga pernah menjadi seorang prajurit dan memiliki impian menjadi seorang Panglima. {nl} Tentu saja, itu sebelum tempat Aku bertugas menghilang dari peta 4 tahun lalu di Medzio Diena.
QUEST_LV_0200_20150317_000247	Apakah kamu sudah menggunakan semuanya? {nl}Sekarang saatnya bekerja!
QUEST_LV_0200_20150317_000248	Temui Retia dan katakan padanya bahwa Saltistter datang. {nl} Dia mungkin tidak akan percaya tapi Aku bisa merasakan Saltistter mulai berlarian kearah kita. {nl} Cepatlah!
QUEST_LV_0200_20150317_000249	Kamu hanya perlu memberitahunya bahwa Saltistter berdatangan. {nl} Tidak ada alasan baginya untuk mencurigai kita.
QUEST_LV_0200_20150317_000250	Berkat anda, keluarga kami telah berhasil melewati tempat ini dengan selamat.{nl} Jika anda bermaksud untuk terus berkelana di daerah ini, maka anda akan menemukan kenyataan yang menarik.{nl} Lalu andapun dapat bertemu dengan anggota keluarga kami. Tetapi berhati-hatilah terhadap Dico Thieves{nl} Yang membedakannya dengan kita, mereka melakukan perampokan sejak awal.
QUEST_LV_0200_20150317_000251	Guard Gofden
QUEST_LV_0200_20150317_000252	Aku juga tidak ingin berada di sini. Sebenarnya tidak perlu untuk menjaga tempat ini. {nl} Perintah yang datang adalah untuk membantu Knights Kaliss.
QUEST_LV_0200_20150317_000253	Bisakah Kamu membantuku? {nl} Kostas tidak akan kembali untuk beberapa hari sehingga Aku tidak bisa meninggalkan tempat ini namun para monster mulai menjadi ganas dan Aku tidak bisa tinggal diam.
QUEST_LV_0200_20150317_000254	Banyak prajurit yang tidak menyukai Knights Kaliss. {nl} Sebagai prajurit dengan pangkat yang rendah seperti aku ini, Knights Kaliss terus memberikan perlengkapan dan dukungan sehingga tidak ada alasan bagi kita untuk membencinya.
QUEST_LV_0200_20150317_000255	Ketika pertama kali Aku datang ke sini, kami hanya perlu untuk berhati-hati kepada Stone Frosts tetapi semenjak Medzio Diena 4 tahun yang lalu, setiap hari adalah krisis. {nl} Aku akan mengajukan permintaan pindah ketika Aku sudah selesai di sini.
QUEST_LV_0200_20150317_000256	Belum lama ini pasukan kerajaan telah memasuki daerah ini atas permintaan dari Kostas. {nl} Sebagian besar dari kota yang tersisa masih belum berubah sejak 600 tahun setelah bencana terjadi. {nl} Salah satu misi Aku kesini adalah untuk menghapus Rebels Records yang masih tersisa di sini.
QUEST_LV_0200_20150317_000257	Aku tidak bisa meninggalkan Camp sejak Kostas tidak berada di sini. Bisakah kamu mengurusnya untukku? {nl} Kamu bisa menemukan banyak catatan tersebut jika kamu mencarinya di sekitar area perdagangan dan Parduo Square.
QUEST_LV_0200_20150317_000258	Tak usah memikirkan apa yang tertulis di dalam catatan tersebut. {nl} Itu semua omong kosong.
QUEST_LV_0200_20150317_000259	Aku harus mengawal, membersihkan, dan berjaga. Aku heran bagaimana mereka bisa berharap kepadaku untuk melakukan semuanya ini sendiri. {nl} Beruntung sekali kamu datang untuk membantuku.
QUEST_LV_0200_20150317_000260	Beberapa hari sebelum Aku diutus ke sini, banyak prajurit yang datang ke tempat ini untuk melakukan pemeriksaan awal untuk penelitian Knights Kaliss. {nl} Namun tidak ada seorang pun yang kembali. Mereka diserang oleh Stone Frosts yang aneh.
QUEST_LV_0200_20150317_000261	Aku diperintahkan untuk mengambil kembali cindera matanya tapi sangat sulit bagiku walaupun hanya dengan memikirkannya saja. {nl} Dapatkah Kamu membantu Aku?
QUEST_LV_0200_20150317_000262	Penguasa tidak menerima alasan bahwa puluhan prajuritnya dikorbankan hanya membantu kegiatan ini saja. {nl}Itulah kenapa hubungan pasukan kerajaan dan Knights Kaliss menjadi renggang.
QUEST_LV_0200_20150317_000263	Kamu mungkin tidak mempercayainya tetapi aku juga pernah ditugaskan disana. {nl} Beruntung aku tidak bertugas hari itu.. Bahkan aku tidak ingin membayangkannya. {nl} Aku akan mengantarkan ini kepada para keluarga korban.
QUEST_LV_0200_20150317_000264	Bagaimana kabar Kamu Traveler, meskipun, Aku tidak tahu mengapa Kamu melewati tempat seperti ini..
QUEST_LV_0200_20150317_000265	Oh, Jadi kamu adalah Savior yang terkenal itu. Aku sudah mendengar banyak hal tentang kamu dari rekan-rekanku di Klaipeda. {nl} Mereka berkata Kamu pergi berkeliling untuk menyelamatkan dunia sesuai dengan kehendak Goddess??
QUEST_LV_0200_20150317_000266	Kalau begitu Aku akan memberikan tawaran yang menarik, Aku menemukan cara untuk mengembalikan Petrified City. Bisakah kamu membantuku? {nl} Pertama, menyingkirkan keberadaan monster di sekitar sini. Selamatkan aku terlebih dahulu sebelumnya, Aku dapat memberitahu kamu semuanya nanti, ok?
QUEST_LV_0200_20150317_000267	Cryomancers di Klaipeda sangat keras kepala dan sombong. Jika kamu merasa hal yang sama sepertiku, maka itu hanyalah khayalanmu saja. {nl} Ada juga Cryomancer yang ramah dan hangat seperti Aku.
QUEST_LV_0200_20150317_000268	Apakah kamu mengeringkan bibitnya? Bagus sekali.
QUEST_LV_0200_20150317_000269	Sekarang, Lanjutkan pemeriksaan untuk kamu teliti dan mengujinya, Jika bisa digunakan saat aku menemukan Magic Circle Formula. {nl} Ice Wall akan terlihat bila digunakan, Periksalah seberapa bergunanya untuk melawan monster-monster. {nl} Kita perlu mengujinya dengan aman dan melakukan pekerjaan ini.
QUEST_LV_0200_20150317_000270	Beberapa monster akan datang menyerang ketika Ice Wall terbentuk jadi tangani monster lainnya yang masih berkeliaran.
QUEST_LV_0200_20150317_000271	Stone Frost tidak mungkin muncul kembali untuk sementara waktu. {nl} Jangan mengkhawatirkannya.
QUEST_LV_0200_20150317_000272	Ini sangatlah efektif! Seharusnya sekarang sudah bisa untuk menghalau para Monster atau Savior.
QUEST_LV_0200_20150317_000273	Mulai sekarang ini bagian pentingnya, yaitu kita harus menemukan Silk Mark, ini merupakan peralatan sihir kuat dan dapat membalikkan Material Petrified. {nl} Prajurit Kerajaan yang bodoh itu  menghilangkan simbol terakhir di desa tetangga 4 tahun lalu, ada di suatu tempat disini{nl} Mungkin juga berada di dalam perut monster.
QUEST_LV_0200_20150317_000274	Kalahkan monster dan dapatkan Shiny Stone darinya. Benda itu akan bersinar dengan sendirinya jadi bawakan padaku dan aku akan mencarikan Mark yang hilang.
QUEST_LV_0200_20150317_000275	Prajurit Kerajaan ini mungkin tidak mengetahui betapa hebatnya Mark itu. {nl} Mungkin tidak ada yang mengetahuinya selain diriku.
QUEST_LV_0200_20150317_000276	Berdoalah agar Silk Mark berada di antara bebatuan ini. {nl}Jika tidak, aku akan sangat marah.
QUEST_LV_0200_20150317_000277	Aha! ini dia. Mengapa para prajurit kerajaan tidak dapat menemukannya padahal ini sangatlah mudah? {nl} Apakah kepala mereka hanya berguna untuk memakai helm saja? Sudahlah, mari kita mulai mengujinya. Ikuti Aku ke Magic Circle yang telah Aku pasang.
QUEST_LV_0200_20150317_000278	Hei kawan, bagaimana kamu bisa ke sini? {nl} Apakah Kamu mencari pekerjaan? {nl} Aku mungkin terdengar berisik tetapi sangatlah berbahaya untuk berpergian sendiri di sekitar sini. {nl} Tentu saja, hal yang sama juga berlaku untuk orang lain.
