QUEST_LV_0400_20161005_000001	케도라 상단원 알타
QUEST_LV_0400_20161005_000196	제노나스는 아퀼라스와 반대로 직설적이고 바로 바로 표현을 하는 성격입니다.{nl}제노나스가 화살 수색에 대한 불만을 지금까지 스승님에게 말하지 않는 게 신기할 따름이죠.
QUEST_LV_0400_20161005_000197	저뿐만 아니라 제노나스와 아퀼라스, 모두들 지쳐 있습니다.
QUEST_LV_0400_20161005_000198	스승님께 별의 탑에서 무슨 실수 때문에 별의 탑 단원들에게 배척을 당하셨는지를 여쭤 본 적이 있습니다.{nl}그 때 스승님께서는 별 말씀을 안 하시고 먼 곳을 바라보며 한숨을 깊게 내쉬셨습니다..
QUEST_LV_0400_20161005_000199	과거 이 숲에서 리디아 사펜이 플레세트로 마왕 지부리나스를 처치했다고 합니다.{nl}그런데 리디아 사펜은 플레세트라는 엄청난 화살을 다시 수거하지 않았습니다.
QUEST_LV_0400_20161005_000200	{nl}리디아 샤펜은 왜 플레세트를 다시 수거하지 않았을까요?
QUEST_LV_0400_20161005_000201	플레세트가 스승님의 명예를 회복하는데 필요한 것이라 생각하고 열심히 찾았습니다.{nl}하지만 수색을 하는 과정에서 몬스터와 마족의 위협이 있었습니다.
QUEST_LV_0400_20161005_000202	{nl}스승님의 명예를 되찾으려다가 내가 죽을 수 있겠구나 라는 생각이 들었습니다.{nl}그래서 스승님에게 불만을 토로한 거고요.
QUEST_LV_0400_20161005_000203	{nl}스승님이 절 안 좋게 생각하셔도 상관 안 할겁니다.{nl}저 말고도 동문들이 화살을 찾다가 죽는 것보단 나으니깐요.
QUEST_LV_0400_20161005_000204	별의 탑 단원들이 스승님에게 보인 행동은 이해가 안됩니다.{nl}스승님의 실수가 무엇인지는 모르겠지만..
QUEST_LV_0400_20161005_000205	{nl}적어도 생사고락을 함께 했던 동료들이었다면서요.{nl}전 별의 탑 단원들이 스승님을 보듬어 줬어야 한다고 생각합니다.
QUEST_LV_0400_20161005_000206	제자의 명예가 실추되어 있다면 스승의 입장에서 얼마나 슬프고 안타까울까요.{nl}루클리스의 명예가 더럽혀진 것을 본 메이번님은 정말 슬프셨을 겁니다.
QUEST_LV_0400_20161005_000207	루클리스에 대한 인식을 바로 잡아 메이번님의 유지를 이을 것입니다.
QUEST_LV_0400_20161005_000208	카듀멜 국왕 때부터 이어져 온 루클리스에 대한 왜곡된 인식을 바로 잡을 겁니다.
QUEST_LV_0400_20161005_000209	루클리스의 인식을 바로 잡는 일이 어려운 일 일지라도 반드시 해야만 합니다.
QUEST_LV_0400_20161005_000210	루클리스에 대한 잘못된 인식을 바로 잡는 일은 역사를 올바르게 바라보는 데 필요한 일이기도 합니다.
QUEST_LV_0400_20161005_000211	이 기념비만 확인하고 수정하면 저와 키다스가 맡은 일은 끝이 나게 됩니다.
QUEST_LV_0400_20161005_000212	이 기념비를 확인하고 수정을 해 루클리스에 대한 인식을 바로 잡을 겁니다.
QUEST_LV_0400_20161005_000213	올라
QUEST_LV_0400_20161005_000214	저, 여행자님!{nl}제 딸을 못보셨나요?
QUEST_LV_0400_20161005_000215	{nl}머리는 양갈래로 땋고 두건을 쓰고 있어요.{nl}이름은 리엘이에요.
QUEST_LV_0400_20161005_000216	{nl}어디 간다고 말도 없이 나가선..{nl}친구 집에 갔나 싶어서 리엘과 친한 친구의 집에도 가봤는데 없더라구요.
QUEST_LV_0400_20161005_000217	{nl}난민촌 밖으로 나갔나 봐요.{nl}사람들한테 좀 찾아봐 달라고 부탁해도 나서는 사람이 없어요.
QUEST_LV_0400_20161005_000218	{nl}아무래도 몬스터들이 너무 위험하니까 당연하지만요..{nl}너무 답답하고 걱정이 돼서 이렇게 나와봤지만 막막하네요.
QUEST_LV_0400_20161005_000219	짐작 되는 곳이 있었다면 가봤겠죠..{nl}일단 가까운 곳 부터 찾아봐야 할 거 같아요.
QUEST_LV_0400_20161005_000220	{nl}프레이뱅기스카스 벌목지서부터 찾아봐주세요..{nl}이렇게 몬스터들이 많은데 어디로 간거야..{nl}
QUEST_LV_0400_20161005_000221	신수의 날에 남편을 잃고 홀로 키운 하나뿐인 딸아이에요.{nl}제게 있어 리엘은 이 세상 전부나 마찬가지예요.
QUEST_LV_0400_20161005_000222	{nl}제발 리엘을 찾아주세요, 여행자님..{nl}제발..
QUEST_LV_0400_20161005_000223	엄마라는 사람이 뭐하는 건지..{nl}하나 뿐인 딸이 혼자서, 감기 걸린 엄마 따뜻하라고 실 구하러 나간 것도 모르고..
QUEST_LV_0400_20161005_000224	{nl}자식한테 좋은 곳에서 맛있는 것만 해주지 못할 망정 그런 일이나 하게 하고..{nl}엄마로서 너무 미안하네요..
QUEST_LV_0400_20161005_000225	세상에..{nl}리엘을 구해주신 것만 해도 어찌 감사를 드려야 할 지 모르겠는걸요..
QUEST_LV_0400_20161005_000226	{nl}실을 구해주시겠다니..{nl}가진 것도 없는데 어떻게 보답해야 할 지..
QUEST_LV_0400_20161005_000227	흰나무 숲 나방이라는 곤충이 있는데..{nl}이 곳 주변의 풀섶에 고치를 만든대요.
QUEST_LV_0400_20161005_000228	{nl}그 고치에서 뽑은 실이 그렇게 튼튼하다고, 리엘이 그걸 구하러 갔던 거라고 했어요.{nl}그런 건 어디서 들었는지..
QUEST_LV_0400_20161005_000229	{nl}똑똑하기도 하지, 내 딸.
QUEST_LV_0400_20161005_000230	딸에게 부족한 삶을 살게 해주는 것이 미안할 따름이에요.
QUEST_LV_0400_20161005_000231	플레세트를 찾아서 이 일대를 수색중입니다.
QUEST_LV_0400_20161005_000232	이 정도 양의 고치면 천막을 꿰맬 실이 충분히 나오겠어요.{nl}도와주셔서 정말 감사합니다.
QUEST_LV_0400_20161005_000233	커티스
QUEST_LV_0400_20161005_000234	아, 그 리엘을 구해주셨다는 여행자님이시군요.{nl}여기 청년 여러명이 달려들어도 잡기 힘든 몬스터를 혼자서 처치하시다니..
QUEST_LV_0400_20161005_000235	{nl}제 소개가 늦었군요.{nl}저는 커티스라고 합니다.
QUEST_LV_0400_20161005_000236	{nl}신수의 날에 집과 가족을 잃고 이 곳으로 피난와서 어떻게든 살아보려고 발버둥 치는 사람 중 하나입니다.{nl}피난을 와도.. 이 곳 사정이라고 해서 딱히 더 좋지는 않았습니다.
QUEST_LV_0400_20161005_000237	{nl}생활에 필요한 것들을 구하기 쉬운 것도 아니었구요.{nl}그러다보니 피난민들끼리 서로 싸움도 잦아지고, 도둑질까지 하는 일이 생기곤 했죠..
QUEST_LV_0400_20161005_000238	{nl}나름대로 규율을 만들고, 하루가 멀다하고 공격해대는 몬스터로부터 난민촌을 지킬 수 있도록 하고 있지만..
QUEST_LV_0400_20161005_000239	안그래도 일손이 많이 부족했던 참이었습니다.{nl}리엘을 구해주실 정도면 정말 많은 도움이 될 겁니다!
QUEST_LV_0400_20161005_000240	{nl}그럼 염치불구 부탁을 드리겠습니다.
QUEST_LV_0400_20161005_000241	{nl}배를 곯고 있는 사람들이 많습니다.{nl}피난 오자마자 이 곳에 애써 만들어 둔 농경지를 빼앗겨 버려서..
QUEST_LV_0400_20161005_000242	{nl}일단 허기를 채울 식량이 필요합니다.{nl}플로래비를 처치하고 머리꽃을 구해다 주십시오.
QUEST_LV_0400_20161005_000243	{nl}잘 말리면 씨앗들이 꽤 나옵니다.{nl}그걸로 요리를 할 수 있어요.
QUEST_LV_0400_20161005_000244	이곳 몬스터는 굶주려 있다 보니 상당히 포악합니다.{nl}위험하다 싶으시면 무리하지 마시고 그냥 도망치세요.
QUEST_LV_0400_20161005_000245	이 정도면 일단 많은 사람들이 허기는 면할 겁니다.{nl}감사합니다.
QUEST_LV_0400_20161005_000246	지금도 그렇지만, 얼마전까지는 몬스터들이 정말 자주 공격해왔습니다.{nl}그래서 저렇게 방책을 세우고 피난처에서 발견한 무기를 젊은 남자들에게 나눠줬죠.
QUEST_LV_0400_20161005_000247	{nl}이후로 몬스터가 난민촌으로 들어오는 일은 많이 줄었지만, 방책이 약한 게 문제입니다.{nl}몬스터들이 공격하면 쉽게 부서져 버리거든요.
QUEST_LV_0400_20161005_000248	{nl}그래서 매번 나무를 다듬어 수리하고 있죠.{nl}방책 수리용 목재도 계속 필요하고요.
QUEST_LV_0400_20161005_000249	제가 드린 목재 제작 도구를 들고 사우구스 공터로 가세요.{nl}사우구스 공터에 가면 단단한 나무들을 구할 수 있습니다.
QUEST_LV_0400_20161005_000250	{nl}거기서 쓸만한 목재를 구한 뒤, 목재 제작 도구로 방책 수리용 목재를 만드시면 됩니다.
QUEST_LV_0400_20161005_000251	방책을 만드는 지식이 없는 상태에서 만들다 보니 내구성이 약한 게 문제입니다.{nl}몬스터들이 한 번 공격을 해 오면 여지없이 부서져 버립니다.
QUEST_LV_0400_20161005_000252	{nl}그래서 매번 점검을 하고 수리를 해야 합니다.{nl}당연히 목재도 늘 많이 필요하죠.
QUEST_LV_0400_20161005_000253	이 정도면 한 번 정도 수리하는 데 문제가 없겠습니다.
QUEST_LV_0400_20161005_000254	이제, 구해오신 방책 수리용 목재를 청년들에게 나눠줘서 방책을 수리할 겁니다.
QUEST_LV_0400_20161005_000255	그럼, 사양 않고 부탁드리겠습니다.{nl}바로 앞의 방책을 수리해 주시면 됩니다.
QUEST_LV_0400_20161005_000256	나머지 방책은 사람들을 시켜서 수리하고 있습니다.
QUEST_LV_0400_20161005_000257	방책 수리는 저희가 충분히 할 수 있는 일인데..{nl}이렇게까지 도움을 주실 줄은 몰랐습니다.
QUEST_LV_0400_20161005_000258	미쉐칸 숲은 밤이 되면 상당히 춥습니다.{nl}단단히 여미고 잠들지 않으면 동상에 걸릴 정도입니다.
QUEST_LV_0400_20161005_000259	{nl}그래서 플로론의 가죽을 덧댄 옷이나 침구류가 많이 필요합니다.{nl}하지만 저희들이 플로론을 잡기는 쉽지 않습니다..
QUEST_LV_0400_20161005_000260	이곳은 밤이 되면 몸이 으슬으슬 떨릴 정도로 추워집니다.
QUEST_LV_0400_20161005_000261	이 정도 양이면 여기 있는 난민들이 추위를 걱정하지 않아도 될 것 같습니다.
QUEST_LV_0400_20161005_000262	사실 이 곳에서 가장 아쉬운 것은 물입니다.{nl}여기저기 우물을 파서 물을 구하긴 했는데..
QUEST_LV_0400_20161005_000263	{nl}흰나무에 있는 독성이 지하수로 스며 들어가게 되어 물을 함부로 마실 수가 없었습니다.{nl}그래서 일단 물을 한 번 걸러서 사용하고 있죠.
QUEST_LV_0400_20161005_000264	{nl}물을 거르는 데 필요한 것이 란둘린이라는 풀입니다.
QUEST_LV_0400_20161005_000265	제가 물을 한 병 드리겠습니다.{nl}란둘린 초는 땅속에 있어 잘 보이지 않는 것이 문제입니다.
QUEST_LV_0400_20161005_000266	{nl}그러나 이 곳의 정화하지 않은 물과 접촉하게 되면 노란 빛을 띄게 됩니다.{nl}땅에 물을 뿌리면 노란 빛이 올라오면서 흙이 씻겨 나가 란둘린 초가 보이게 될 겁니다.
QUEST_LV_0400_20161005_000267	아무것도 몰랐던 시절에 사람들이 물을 마신 후 부터 심한 복통을 앓았습니다. {nl}그 때 약사였던 아우랠스가 물을 정화하는 법을 사람들에게 알려주었죠.
QUEST_LV_0400_20161005_000268	맞습니다. {nl}가져오신게 란둘린 초 입니다.
QUEST_LV_0400_20161005_000269	{nl}그 정도면 한동안은 깨끗한 물을 마실 수 있습니다.
QUEST_LV_0400_20161005_000270	제가 아까 이 곳에서 저희가 만든 농경지 이야기를 드렸던가요.{nl}저희는 이 곳에 있는 케이블카를 이용해서 라세티 공터 너머에 농경지를 만들었습니다.
QUEST_LV_0400_20161005_000271	{nl}촌에서 조금 떨어져 있긴 하지만, 볕이 잘 들고 흙이 부드러웠거든요.{nl}그런데 오래된 케이블카로만 이동할 수 있게 되어있어서, 늘 케이블카를 고칠 준비를 해야 합니다.
QUEST_LV_0400_20161005_000272	{nl}그래서 케이블카를 언제든 수리할 수 있도록 따로 자루에 담아 눈에 잘 띄는 곳에 쌓아 두었었죠.{nl}그런데 몬스터들이 그걸 식량주머니인줄 알았는지 몽땅 훔쳐 가 버렸습니다.
QUEST_LV_0400_20161005_000273	몬스터들도 너무 굶주린 탓일까요. {nl}식량이 아닌 걸 가져가다니..
QUEST_LV_0400_20161005_000274	아, 네.{nl}그 자루들이 맞습니다.
QUEST_LV_0400_20161005_000275	케이블카도 이제 언제든 수리할 수 있게 되었습니다만, 문제가 좀 있습니다.{nl}파베겔리아이 농경지를 만들자마자, 몬스터들이 그 곳에도 나타났다는 것입니다.
QUEST_LV_0400_20161005_000276	{nl}그곳은 저희들의 생존이 달린 곳입니다.{nl}몬스터가 오랫동안 그곳을 점령하게 된다면 여기 있는 사람들은 배고픔에 허덕일 겁니다.
QUEST_LV_0400_20161005_000277	{nl}그래서 농경지에 있는 몬스터를 내쫓으려고 젊은 남성들을 모으는 중입니다.
QUEST_LV_0400_20161005_000278	한 두사람의 힘으로 되는 일이 아니라고 생각하여 사람을 모으던 참인데..{nl}지금까지 도와주신 것을 보면, 여행자님이라면 거뜬히 해 내실 것이라고 생각이 듭니다.
QUEST_LV_0400_20161005_000279	{nl}라세티 공터에 있는 케이블 카를 타고 건너편으로 가시면 파베겔리아이 농경지가 바로 있습니다.
QUEST_LV_0400_20161005_000280	리엘... 리엘 거기있니?{nl}도대체 얘가 어디를 간거야..{nl}난민촌 밖으로 나가지 말라고 그렇게 말을 했는데..
QUEST_LV_0400_20161005_000281	머리에 두건을 쓰고 머리를 양갈래 딴 여자아이를 보시면 이곳으로 데리고 와주세요.
QUEST_LV_0400_20161005_000282	머리에 두건을 쓰고 양갈래로 머리를 딴 여자아이를 찾고 있어요. {nl}이름은 리엘이요. 혹시 못보셨나요?
QUEST_LV_0400_20161005_000283	만일 그 아이를 찾게 되신다면 제게 데리고 와주세요.{nl}
QUEST_LV_0400_20161005_000284	원래 파베겔리아이 농경지는 아무것도 없는 들판이였습니다.{nl}몬스터도 별로 없고 땅에 햇볕도 잘 들어서 농사 짓기 좋아 보였습니다.
QUEST_LV_0400_20161005_000285	{nl}그래서 농사를 짓기 시작했고 그럭저럭 작물이 잘 자랐습니다.{nl}그랬더니, 몬스터도 먹을게 생겼다 싶었는지 농경지로 몰려 들어 결국 농경지를 빼앗긴 것이죠..
QUEST_LV_0400_20161005_000286	덕분에 다시 농사를 지을 수 있게 됐습니다.{nl}계속 저희와 함께 계실 순 없겠죠?
QUEST_LV_0400_20161005_000287	{nl}가시기 전에 난민들과 만나보고 가시죠..{nl}그들은 여행자님과 하고 싶은 이야기가 많은가 봅니다.
QUEST_LV_0400_20161005_000288	이곳 난민들의 사정을 다 들으셨다고요?
QUEST_LV_0400_20161005_000289	{nl}아마, 안타깝지 않은 사연이 없다고 느끼셨을 겁니다.{nl}어떤 이들은 이곳에서의 생활이 불안하다고만 느끼고 있죠.
QUEST_LV_0400_20161005_000290	{nl}몇몇 사람들은 제가 이 사안의 심각성을 잘 모른다고 말을 하지만 누구보다 잘 알고 있습니다.{nl}누군가로부터 물자 지원을 받지 않는 이상 이 생활은 끊임없이 한계에 부딪힐 겁니다.
QUEST_LV_0400_20161005_000291	{nl}그리고 아이들이 큰 세상을 보지 못하고 자라나니 어른으로서 미안하더군요.{nl}그래서 이 촌을 벗어나 다른 곳으로 이동하는 방안도 생각해 보지 않은 것이 아닙니다.
QUEST_LV_0400_20161005_000292	{nl}하지만 저희가 현재 대삼림 지대 어디에 있는지도 알 수 없어 이동 중에 길을 헤맬 수도 있습니다.{nl}정착할 만한 곳에 당도할 때까지의 식량도 충분하지 않고 몬스터로부터 위협 또한 큰 문제입니다.
QUEST_LV_0400_20161005_000293	정말입니까?
QUEST_LV_0400_20161005_000294	{nl}그럼 부탁 드립니다.{nl}되도록이면 대도시로 가 도움을 요청해주십시오.
QUEST_LV_0400_20161005_000295	제대로 지원을 받지 못한 채 생활을 하고 있는 난민들이 있었군요.{nl}미쉐칸 숲 주변에 있는 영주들에게 난민을 도울 수 있도록 협조를 요청하겠습니다.
QUEST_LV_0400_20161005_000296	어떻게 됐나요?{nl}저희를 지원할 수 있는 도시가 있었습니까?
