ETC_20150317_000001	케파
ETC_20150317_000526	캑터스벨
ETC_20150317_000527	키르멜리치
ETC_20150317_000528	매그버크
ETC_20150317_000529	드라페리운
ETC_20150317_000530	스파나스혼
ETC_20150317_000531	아이언바움
ETC_20150317_000532	부베 추격꾼
ETC_20150317_000533	글래스몰
ETC_20150317_000534	덴옵틱
ETC_20150317_000535	스파나스맨
ETC_20150317_000536	툼메이든
ETC_20150317_000537	언낙커
ETC_20150317_000538	머미가스트
ETC_20150317_000539	큐바스
ETC_20150317_000540	그라이넨더
ETC_20150317_000541	파이로에고
ETC_20150317_000542	고르곤
ETC_20150317_000543	리토렉스
ETC_20150317_000544	모아
ETC_20150317_000545	스콜피오
ETC_20150317_000546	데스위버
ETC_20150317_000547	템플슈터
ETC_20150317_000548	채퍼리션
ETC_20150317_000549	미노타우로스
ETC_20150317_000550	켈베로스
ETC_20150317_000551	저주 받은 데블글로브
ETC_20150317_000552	자이언트 우드 고블린
ETC_20150317_000553	헬가세르클의 분신체
ETC_20150317_000554	호리 마법사
ETC_20150317_000555	부베 전사
ETC_20150317_000556	소환물
ETC_20150317_000557	허수아비
ETC_20150317_000558	아우쿠라스
ETC_20150317_000559	하이 부베
ETC_20150317_000560	마름쇠
ETC_20150317_000561	횃불
ETC_20150317_000562	수정거미
ETC_20150317_000563	외형때문에 가끔씩 초보광부들이 거미 등의 수정을 캐려고 하다가 공격을 당하곤 했습니다.
ETC_20150317_000564	벌떼
ETC_20150317_000565	캘트롭
ETC_20150317_000566	플리보
ETC_20150317_000567	처음 출현 당시 작고 귀엽다고 생각한 사람들이 많이 피해를 입었습니다.
ETC_20150317_000568	성수_물병
ETC_20150317_000569	브람블이벤트
ETC_20150317_000570	체인
ETC_20150317_000571	은신박스
ETC_20150317_000572	박쥐
ETC_20150317_000573	미르티스가 정찰을 위해 세계 곳곳에 퍼뜨린 박쥐는 이제 본체와 상관없이 증식하며 위협이 되고 있습니다.
ETC_20150317_000574	필드 긴클라스
ETC_20150317_000575	필드 네더보바인
ETC_20150317_000576	치명적인 비테레지나
ETC_20150317_000577	누렁이
ETC_20150317_000578	점박이
ETC_20150317_000579	흰점박이
ETC_20150317_000580	개
ETC_20150317_000581	모루
ETC_20150317_000582	호그마 전사
ETC_20150317_000583	호그마는 부베보다 높은 지능을 지녀 도구를 사용하지만, 너무 강한 본능탓에 어리석은 실수를 하곤 하며 진보에는 무딥니다.  
ETC_20150317_000584	호그마 궁수
ETC_20150317_000585	절제력을 지닌 호그마들이 궁수역할을 담당하곤 합니다.
ETC_20150317_000586	호그마 주술사
ETC_20150317_000587	호그마중에 경험을 통해 능력을 지닌 자가 있습니다. 다만 주술사도 호그마의 본능에서 자유롭진 않습니다. 
ETC_20150317_000588	엘룸
ETC_20150317_000589	부상자에게 모여드는 습성때문에 엘롬은 인간의 영혼에서 힘을 얻는다고 전해집니다.
ETC_20150317_000590	초록 엘룸
ETC_20150317_000591	이 종류의 엘룸은 독성이 있습니다.
ETC_20150317_000592	노란 엘룸
ETC_20150317_000593	메로그 주술사
ETC_20150317_000594	메로그의 변종입니다. 메로그들의 차이는 단순한 변이 과정의 차이에서 기인한 것으로 추측됩니다.
ETC_20150317_000595	메로그 독침술사
ETC_20150317_000596	본능적으로 공격하지만, 지능에 못지 않은 능력을 보여주는 파충류 변이 몬스터입니다.
ETC_20150317_000597	호그마 전투대장
ETC_20150317_000598	호그마 중에 지능과 본능을 적절히 다둘줄 알면 무리의 지휘자로 인정되며 주로 인간과의 전투에서 활약하게 됩니다.
ETC_20150317_000599	츄파루카
ETC_20150317_000600	마족이 츄파카브라를 이용해 만들어 낸 몬스터로 추측되고 있습니다.
ETC_20150317_000601	엘로마고
ETC_20150317_000602	험상궂은 인상만큼이나 성질이 더럽습니다.
ETC_20150317_000603	엘로구아
ETC_20150317_000604	다른 몬스터 특히 곤충형 몬스터에게도 사납습니다. 사람은 말할 것도 없습니다.
ETC_20150317_000605	그롤
ETC_20150317_000606	양서류가 원형이지만, 물이 없는 곳에서도 사냥이 가능한 몬스터로 변이한 후 여행자들의 위험이 된 몬스터입니다.
ETC_20150317_000607	웬디고
ETC_20150317_000608	사람을 습격해 먹이로 삼는 포악한 습성을 지닌 몬스터입니다.
ETC_20150317_000609	리자드맨
ETC_20150317_000610	외양과 이름에서 그 연원을 쉽게 알 수 있는 야수 몬스터입니다. 
ETC_20150317_000611	타마
ETC_20150317_000612	타마 역시 어떤 식물의 포자에서 기원한 몬스터입니다. 지금 형태에서 다르게 성장하는지는 확실치 않습니다.
ETC_20150317_000613	케파리
ETC_20150317_000614	케파와는 관련이 없습니다. 이들은 동물에 속합니다.
ETC_20150317_000615	코도모르
ETC_20150317_000616	여신들께서 자취를 감추신 후 가장 이색적인 변화의 하나는 물속 생물이 뭍에서 활동하는 일입니다.
ETC_20150317_000617	코왁
ETC_20150317_000618	썩은 고기를 노리던 습성은 여전히 남아 있습니다.
ETC_20150317_000619	폭발트랩
ETC_20150317_000620	무서워서 도망가게 하는 여신상
ETC_20150317_000621	스킬포인트업 여신상
ETC_20150317_000622	스탯업 여신상
ETC_20150317_000623	존 이동 하게 하는 여신상
ETC_20150317_000624	레무르
ETC_20150317_000625	어떤 무생물이 변형된 몬스터인지 아직 밝혀지지 않았습니다. 
ETC_20150317_000626	레무리아
ETC_20150317_000627	레무르와 비슷하며 추위에 강합니다.
ETC_20150317_000628	호그마 전투병
ETC_20150317_000629	파수꾼과 유사해보일뿐 실은 훨씬 많은 전투경험을 지닌 호그마입니다.
ETC_20150317_000630	호그마 파수꾼
ETC_20150317_000631	선입견과 달리 이들운 힘은 세지만, 가장 지능이 낮은 호그마입니다.
ETC_20150317_000632	덩굴
ETC_20150317_000633	알파카
ETC_20150317_000634	눈덩이
ETC_20150317_000635	히드라
ETC_20150317_000636	클라이멘
ETC_20150317_000637	리버피드
ETC_20150317_000638	콜리멘시아
ETC_20150317_000639	잭오랜턴
ETC_20150317_000640	모스템
ETC_20150317_000641	하르피아
ETC_20150317_000642	게이징 골렘
ETC_20150317_000643	몰디혼
ETC_20150317_000644	맨티켄
ETC_20150317_000645	모야브루카
ETC_20150317_000646	벨로차드
ETC_20150317_000647	지누테
ETC_20150317_000648	동물과 광물이 결합한 몬스터이며 최근에 이 몬스터의 다양한 변형이 발견되고 있습니다. 
ETC_20150317_000649	라우지누테
ETC_20150317_000650	지누테의 여러 변종 가운데 하나입니다,
ETC_20150317_000651	사막 츄파카브라
ETC_20150317_000652	츄파카브라는 다양한 종류가 곳곳에 동시다발적으로 출몰하여 인명과 작물을 해치고 있습니다. 
ETC_20150317_000653	왕릉 게이트
ETC_20150317_000654	노란 지누테
ETC_20150317_000655	푸른 라우지누테
ETC_20150317_000656	필드 스펙터
ETC_20150317_000657	바브
ETC_20150317_000658	작지만 본래보다 커진 바브는 끝없이 생명체의 살을 노립니다.
ETC_20150317_000659	필드 푸른 우드스피릿
ETC_20150317_000660	필드 히드라
ETC_20150317_000661	필드 초록 우드스피릿
ETC_20150317_000662	뼈목걸이 포아타
ETC_20150317_000663	난폭한 회색 골렘
ETC_20150317_000664	먼지 먹는 글래스몰
ETC_20150317_000665	정신 나간 우드스피릿
ETC_20150317_000666	창백한 리카우스
ETC_20150317_000667	굳건한 캐러페이스
ETC_20150317_000668	철벽의 사이클롭스
ETC_20150317_000669	겁 없는 푸른 세콰이아
ETC_20150317_000670	가시 돋친 섀도게일러
ETC_20150317_000671	돌갑옷 락토르투가
ETC_20150317_000672	무쇠뿔 네더보바인
ETC_20150317_000673	흉폭한 몰렉
ETC_20150317_000674	요동치는 요나졸렘
ETC_20150317_000675	독안개 쓰론위버
ETC_20150317_000676	재빠른 베브라스피온
ETC_20150317_000677	껑충다리 허니핀
ETC_20150317_000678	돌 파먹는 키르멜리치
ETC_20150317_000679	불항아리 매그버크
ETC_20150317_000680	달아오른 아콘
ETC_20150317_000681	불굴의 케파치프틴
ETC_20150317_000682	기괴한 벨로차드
ETC_20150317_000683	돌개바람 하르피아
ETC_20150317_000684	발악하는 자이언트 우드 고블린
ETC_20150317_000685	강철의 데드본
ETC_20150317_000686	날뛰는 아이언바움
ETC_20150317_000687	뒤흔드는 에하트
ETC_20150317_000688	다시 움직이는 쉬나임
ETC_20150317_000689	흥분한 미노타우로스
ETC_20150317_000690	흐느적거리는 덴옵틱
ETC_20150317_000691	위태로운 클라이멘
ETC_20150317_000692	불지르는 잭오랜턴
ETC_20150317_000693	나풀거리는 모스템
ETC_20150317_000694	시끄러운 몰디혼
ETC_20150317_000695	꿰뚫어버리는 맨티켄
ETC_20150317_000696	돌가시 모야브루카
ETC_20150317_000697	정신나간 콜리멘시아
ETC_20150317_000698	쐐기손 체이퍼
ETC_20150317_000699	불경스러운 데스위버
ETC_20150317_000700	필드 살티스터
ETC_20150317_000701	격렬한 켈베로스
ETC_20150317_000702	음산한 채퍼리션
ETC_20150317_000703	요란한 마인로더
ETC_20150317_000704	아르마
ETC_20150317_000705	눈은 없지만 청각과 후각이 매우 발달하여 보기보다 민첩합니다.
ETC_20150317_000706	디머
ETC_20150317_000707	항상 애지중지 들고다니는 화염구슬로 사람들을 공격합니다.
ETC_20150317_000708	플라스크
ETC_20150317_000709	마법사들의 물품이 변형된 변이형 몬스터입니다. 본래 쓰임에 따른 저항력이 있다고 합니다.
ETC_20150317_000710	피라콘
ETC_20150317_000711	날 수 없어 슬픈 몬스터.
ETC_20150317_000712	주술 인형
ETC_20150317_000713	탑의 마법사들이 이용하던 마법피조물이지만, 현재는 마족의 영향으로 인간에게 적대적으로 변했습니다.
ETC_20150317_000714	검은 주술 인형
ETC_20150317_000715	노란 주술 인형
ETC_20150317_000716	위저드 주술 인형
ETC_20150317_000717	마족이 탑을 공략하면서 영향을 받아 몬스터가 되었으며 특히 마법사를 본능적으로 증오합니다.
ETC_20150317_000718	대형 슬라임
ETC_20150317_000719	슬라임은 마계에 속한 생물로 식물제앙의 날 이후 늘어났으며, 특히 마법사의 탑 주위에 많습니다.
ETC_20150317_000720	초록 대형 슬라임
ETC_20150317_000721	노란 대형 슬라임
ETC_20150317_000722	검은 대형 슬라임
ETC_20150317_000723	파이어 골렘
ETC_20150317_000724	달구어진 게이징 골렘
ETC_20150317_000725	고매한 툼로드
ETC_20150317_000726	푸른 졸렘
ETC_20150317_000727	붉은 누덕 갈고리
ETC_20150317_000728	마계의 하급 생물 가운데 하나입니다. 약간의 지능이 있습니다.
ETC_20150317_000729	터렛
ETC_20150317_000730	황금 모루
ETC_20150317_000731	렉시퍼 인간형
ETC_20150317_000732	타오르는 샐러맨더
ETC_20150317_000733	굶주린 웨어울프
ETC_20150317_000734	징그러운 리버피드
ETC_20150317_000735	얼굴 없는 현혹의 스펙터
ETC_20150317_000736	지누테카스 미니
ETC_20150317_000737	라플라워
ETC_20150317_000738	식물학자들은 처음에는 움직이는 라플라스가 발견되면 트리피드란 이름을 붙이려고 했으나 그 명칭은 다른 몬스터에게 부여되었습니다.
ETC_20150317_000739	빅 평그리바
ETC_20150317_000740	엘로마
ETC_20150317_000741	데스모스
ETC_20150317_000742	방개
ETC_20150317_000743	검은 라플라워
ETC_20150317_000744	아이스월
ETC_20150317_000745	부베 마법사
ETC_20150317_000746	부베 화염 마법사
ETC_20150317_000747	부베 얼음 마법사
ETC_20150317_000748	부베 주술사
ETC_20150317_000749	웬디고 탈주범
ETC_20150317_000750	크로마독
ETC_20150317_000751	이전에는 화산 근처에서나 서식하던 몬스터였습니다.
ETC_20150317_000752	램베어
ETC_20150317_000753	여러 짐승의 다양하 장점이 한 몸에 있어 까다로운 몬스터입니다.
ETC_20150317_000754	얼타눈
ETC_20150317_000755	얼타눈은 변이전부터 날지 목하는 새였습니다.
ETC_20150317_000756	루바보스
ETC_20150317_000757	루바보스를 귀엽다고 생각하는 사람도 있지만, 이 몬스터는 언제나 당신을 찢을 준비가 되어 있습니다.
ETC_20150317_000758	판토 마법사
ETC_20150317_000759	판토의 또 다른 변이 아종으로 특정한 일에만 지능이 높습니다. 다만 이후 다른 변화를 보일 가능성이 있습니다.
ETC_20150317_000760	판토 주술사
ETC_20150317_000761	판토주술사는 강력하지만, 마법사의 발전형인지는 확실하지 않습니다. 분명한 점은 전투에서 더 주의해야 한다는 점입니다.
ETC_20150317_000762	푸른 판토 마법사
ETC_20150317_000763	붉은 판토 마법사
ETC_20150317_000764	모야
ETC_20150317_000765	귀엽게 생긴 외모와는 다르게 무표정으로 항상 일관하며 대뜸 몸통박치기를 시전하곤 합니다.
ETC_20150317_000766	모야부
ETC_20150317_000767	모야의 진화형이며 모야보다 훨씬 난폭합니다.
ETC_20150317_000768	바본
ETC_20150317_000769	바본은 비행한다기보다는 부유한다고 하는 편이 맞을 것 같습니다.
ETC_20150317_000770	타누
ETC_20150317_000771	타누는 먹이를 크게 썰어 삼켜서 섭취하며 식충식물이 식육식물로 변이된 종류입니다.
ETC_20150317_000772	지그너츠
ETC_20150317_000773	머리가 셋 달린 열매 몬스터입니다. 어떤 머리가 본체인지 혹은 모두가 본체인지 알려지지 않았습니다.
ETC_20150317_000774	푸른 판토 전사
ETC_20150317_000775	붉은 판토 전사
ETC_20150317_000776	판토 암살자
ETC_20150317_000777	모글란
ETC_20150317_000778	마계의 환경을 누비는 맹수이며 지금은 우리 세상에 건너와 해를 끼치고 있습니다.
ETC_20150317_000779	덴덴
ETC_20150317_000780	마족들은 덴덴을 길들여 부리려는 작업을 진행중이라 합니다.
ETC_20150317_000781	도요르
ETC_20150317_000782	움직이는 독버섯이 궁금하다면 도요르를 보십시오.
ETC_20150317_000783	티피오
ETC_20150317_000784	몸 위쪽의 노란 풀은 보들보들해보이지만 맞으면 꽤 아픕니다
ETC_20150317_000785	론도
ETC_20150317_000786	론도는 우리 세계 동물의 변형이 아닙니다. 마계의 생물이 건너온 것입니다.
ETC_20150317_000787	테라임프
ETC_20150317_000788	장난기가 매우 많아 모험가의 물건에 관심이 많으니 소지품 관리에 주의를 요합니다.
ETC_20150317_000789	판토 창병
ETC_20150317_000790	붉은 판토 창병
ETC_20150317_000791	푸른 판토 창병
ETC_20150317_000792	카로
ETC_20150317_000793	별로 날카로운 부분이 없어 보이지만, 실제로 싸워보면 다릅니다.
ETC_20150317_000794	더비
ETC_20150317_000795	리프넛
ETC_20150317_000796	의외로 열매가 변형된 몬스터는 많지 않습니다. 리프넛은 소수 사례에 속합니다.
ETC_20150317_000797	판토
ETC_20150317_000798	매력포인트는 일자로 쭉 찢어진 길다란 동공.
ETC_20150317_000799	붉은 판토
ETC_20150317_000800	푸른 판토
ETC_20150317_000801	점박이 판토
ETC_20150317_000802	판토 전사
ETC_20150317_000803	판토 중에 전투력이 높고 숲지형에 강한 아종을 지칭합니다.
ETC_20150317_000804	삽 든 판토
ETC_20150317_000805	유니콘
ETC_20150317_000806	듀라한
ETC_20150317_000807	누오다이
ETC_20150317_000808	켄타우로스
ETC_20150317_000809	벨피드
ETC_20150317_000810	말렛와이번
ETC_20150317_000811	투르타이
ETC_20150317_000812	캔서릴
ETC_20150317_000813	크래빌
ETC_20150317_000814	글락쿠만
ETC_20150317_000815	밸리안
ETC_20150317_000816	머지
ETC_20150317_000817	플록스케
ETC_20150317_000818	우드혼간
