QUEST_20150317_000160	If the control magic is dispelled, the divine messages won't be protected.	제어 마법의 주문이 끊긴다면 더 이상 계시를 지킬 수 없다.				수호자의 석상	
QUEST_20150317_000161	Forgotten Thief's Monument	이름 모를 도둑의 비석					
QUEST_20150317_000162	I, Zubeck, leave this epitaph. {nl}For the honor of being the greatest thief in history, I challenged a powerful sorcerer.	나 즈벡은 이 비문을 남긴다.{nl}최고의 도둑이라는 자부심을 걸고 역사상 가장 강력하다는 마법사에게 도전할 것이다.				이름 모를 도둑의 비석	
QUEST_20150317_000163	But could I, a mere thief, claim victory by merely stealing from her? {nl}Perhaps, if I could rob the greatest archmage blind.	하지만 이 내가 도둑질만 한다고 해서 성공이라 할 수 있을까?{nl}물론 위대한 대마법사를 상대로 그 정돈 훌륭한 성공이랄수도 있겠지.{nl}				이름 모를 도둑의 비석	
QUEST_20150317_000164	Yet, I couldn't. {nl}I wanted to be the number one thief in all of history, not just today.	하지만 나는 아니다. {nl}나는 당대 최고가 아니라 역사 제일의 도둑이고자 한다.{nl}				이름 모를 도둑의 비석	
QUEST_20150317_000165	I have at last discovered a way to enter the Mage Tower. {nl}To do so one has to concentrate magic power at a specific place. {nl}Now, I only need take one more decisive step.	드디어 마법사의 탑으로 들어갈 방법을 찾았다.{nl}그건 특정 장소에 마력을 응집하는 것.{nl}이제는 결행만이 남았다.				이름 모를 도둑의 비석	
QUEST_20150317_000166	Then, my special device will activate. {nl}If you do as I did, you will be able to enter the tower as well.	이제 곧 나의 특제 장치가 작동할 것이다.{nl}날 따라 한다면 그대도 마법사의 탑으로 들어갈 수는 있겠지.{nl}				이름 모를 도둑의 비석	
QUEST_20150317_000167	After that, you too can show those dumb magicians a thing or two. Haha!	물론 그 후에 멍청한 마법사들 같은 건 알아서 해야 할 것이다. 하하!				이름 모를 도둑의 비석	
QUEST_20150317_000168	Commanding Monument	교훈의 비석					
QUEST_20150317_000169	The thieves who entered this tower were burned alive. {nl}I leave this monument as a warning to other trespassers. {nl}- Agailla Flurry	남의 탑을 침입하고 남의 물건을 손댄 어리석은 도적을 불태워 죽였다.{nl}허나 그의 비석은 침입자에 대한 경고로써 남겨두는 바이다. {nl} -아가일라 플러리-				교훈의 비석	
QUEST_20150317_000170	Demon Queen Gesti	마왕 제스티					
QUEST_20150317_000171	Insolent humans.	인간 주제에 감히 내게.. {nl}				마왕 제스티	
QUEST_20150317_000172	Just you wait. This isn't the end. {nl}Pray with your heart that Laima will save this world.	두고 보아라. 아직 끝나지 않았으니까.{nl}라이마가 이 세계를 구하길 마음껏 빌어 보거라.				마왕 제스티	
QUEST_20150317_000173	Klaipeda Officer	클라페다 안내병					
QUEST_20150317_000174	Welcome, welcome. {nl}Sir Uska is waiting at Klaipeda's central square. {nl}Oh, did you need anything else first?	어서 오시죠. 우스카님이 클라페다 중앙 광장에서 기다리고 계십니다.{nl}참, 미처 숙지하지 못한 사항이 있으십니까?				클라페다 안내병	
QUEST_20150317_000175	Do you want to head to Klaipeda's gate right away?	클라페다 입구로 바로 이동하고 싶은 건가?{nl}잘 생각해 보게.				기사 티타스	
QUEST_20150317_000176	Temporary Operator	임시운영자					
QUEST_20150317_000177	Please change this character's status.	이 캐릭터의 상태값을 바꿔주세요				임시운영자	
QUEST_20150317_000178	NPC HIDE/UNHIDE Setting!	NPC HIDE/UNHIDE설정!				임시운영자	
QUEST_20150317_000179	Follower Algis	추종자 알기스					
QUEST_20150317_000180	The moment that the goddess foretold to the first Paladin has finally arrived. {nl}Come. Ask me anything.	여신께서 초대 팔라딘에게 예견하신 순간이 찾아왔군.{nl}자, 뭐든 물어 보려므나.				추종자 알기스	
QUEST_20150317_000181	A long, long time ago, there were nomads who suffered from a cursed plague. {nl}The honorable first Paladin removed the curse with a Holy Relic.	아주 먼 옛날에 역병의 저주를 받은 유목민이 떠돌고 있었단다.{nl}초대 팔라딘님께서 그들의 저주를 치유의 성물로 끊어 주셨어.{nl}				추종자 알기스	
QUEST_20150317_000182	The Watchers are the descendants of those nomads. {nl}However, the Holy Relic was not meant for healing those people.	파수꾼들이 바로 그 유목민들의 후예이지.{nl}하지만 성물의 본래 목적은 치유가 아니야.{nl}{nl}				추종자 알기스	
QUEST_20150317_000183	One day, the goddess requested the first Paladin to safeguard a divine revelation. {nl}The cursed nomads appeared just as the paladin mulled on how to keep it secret.	어느 날, 여신께선 초대 팔라딘에게 계시를 부탁하셨지.{nl}이걸 어떻게 감출까 고민하던 차에 나타난 게 저주받은 유목민이였어.{nl}				추종자 알기스	
QUEST_20150317_000184	They and the first Paladin made three pledges before breaking the curse.	초대 팔라딘님께선 저주를 끊어 주는 조건으로 세 가지 맹약을 내거셨지.{nl}				추종자 알기스	
QUEST_20150317_000185	To build the Tenet Church together. {nl}To conceal the Holy Relic within these grounds and worship its holiness. {nl}To gather and fight together when danger comes close to this location.	테넷 성당을 함께 지을 것. {nl}치유의 성물을 이 땅에 감춰 두고 성스럽게 모실 것.{nl}이 땅에 위험이 닥칠 때 함께 힘을 모아 싸울 것.{nl}				추종자 알기스	
QUEST_20150317_000186	All this, was to protect the revelation hidden in the sanctum of the Tenet Church.	이게 다 테넷 성당의 성소에 감춰져 있는 계시를 지키기 위한 거란다.				추종자 알기스	
QUEST_20150317_000187	The Holy Relic was originally made to protect the revelation as a bait. {nl}With it, we will lure the Demon Queen here and destroy her.	치유의 성물은 본디 계시를 지키려고 만들어진 거란다.{nl}이걸로 마왕을 유인해서 해치우는 것이지.{nl}				추종자 알기스	
QUEST_20150317_000188	Anything can happen though. {nl}If the plan fails, then the final battle will likely happen in the Tenet Church.	하지만 모든 건 만약이라는 게 있기 마련이거든.{nl}이 작전이 실패한다면 최후의 결전이 벌어질 장소는 아마 테넷 성당이 될 게야.				추종자 알기스	
QUEST_20150317_000189	Pawndel	폰델					
QUEST_20150317_000190	What's up?	무슨 일인데?				폰델	
QUEST_20150317_000191	Really?	정말?				폰델	
QUEST_20150317_000192	Pawnd	폰드					
QUEST_20150317_000193	What happened?	무슨 일이야?				폰드	
QUEST_20150317_000194	Gesti told us to protect this place.	제스티님이 여기 지키라고 하셨어..				폰드	
QUEST_20150317_000195	So what do I do now?	이제 뭘 해야하지?				폰델	
QUEST_20150317_000196	Is this the right place?	여기가 맞아?				폰드	
QUEST_20150317_000197	Explaining	설명 중					
QUEST_20150317_000198	Shared the details of the revelation fragment found in the Crystal Mine.	수정광산에서 얻은 계시의 내용의 일부를 알려주었다					
QUEST_20150317_000199	I don't know how great you were in the past nor do I care. {nl}In here, you follow the Royal Army's orders, even you, Knights of Kaliss. {nl}In here, our word is law!	당신의 과거행적이 얼마나 빛나는지 모르겠습니다만 여기선 왕국군의 통제를 따라 주셔야합니다.{nl}칼리스 기사단도 마찬가지 입니다. 여기선 왕령에 따라 우리가 곧 법입니다.					
QUEST_20150317_000200	Grave Robber Hubertas	도굴꾼 후베르타스					
QUEST_20150317_000201	Hanging around in these ruins is driving me insane. {nl}Why the heck did he come here anyway?	이런 황폐한 곳에서 며칠씩 기다리고 있으려니 내가 미쳐가는 게 느껴져.{nl}형님은 대체 왜 안 오시는 거야!				도굴꾼 후베르타스	
QUEST_20150317_000202	Grave Robber Benjaminas	도굴꾼 벤자미나스					
QUEST_20150317_000203	People call us grave robbers, but we prefer to call ourselves... archaeologists, {nl}scavenging and making use of all these items no one uses anymore. {nl}It sure beats leaving them to rot, right?	우린 스스로를 고고학자라고 부르고 싶어하지만 다들 도굴꾼이라고 하지요.{nl}주인없는 물건들이 제가치를 찾을 수 있는 곳으로 옮겨주는 일은 어쩔땐 여신을 대변하기까지 합니다.{nl}누구에게나 여기 이렇게 굳어서 풍화되어 사라져가는 것보단 훨씬 나을 거에요.					
QUEST_20150317_000204	A Citizen's Journal	어느 시민의 일기					
QUEST_20150317_000205	It's been a year since the civil war broke out. Prices in town have risen dramatically. {nl}Commander Ruklys has sent for aid, to restore the town's dwindling supplies. {nl}It's been a while since we've had any good news. There's talk about King Kadumel going after the general. {nl}Mood's not going to change soon.	내전이 발발한 지 1년이란 시간이 지났다. 도시의 물가가 무척 올랐다. 루클리스 장군께서는 병참물자를 내놓아 부족한 도시의 물자를 보충한다고 한다. 그러나 모처럼 좋은 소식에도 카듀멜 국왕이 루클리스 장군을 노리고 친정을 하려 한다는 소문이 돌아서 사람들의 분위기는 그다지 좋지 않다.					
QUEST_20150317_000206	A Sentry's Report	어느 파수병의 일지					
QUEST_20150317_000207	The guard posts have been reinforced in response to King Kadumel's forces' movements in the country. {nl}It's been confirmed that the king commands a large army. {nl}But if General Hayatin can muster enough volunteer soldiers, the incompetent king will likely surrender or retreat.	카듀멜 국왕이 친정하면서 전황이 급박해져 초소의 경비가 더 강화되었다. 무능한 카듀멜이 많은 병력을 이끌고 온 것은 사실이지만. 하야틴 장군께서 지원병을 이끌고 오신다면 카듀멜은 항복하거나 도망치게 될 것이다.					
QUEST_20150317_000208	A Trader's Log	어느 상인의 일기					
QUEST_20150317_000209	The city is running out of food and supplies. {nl}(The rest is illegible.)	도시에 식량과 물자가 바닥나고 있다. (이하는 판독불능)					
QUEST_20150317_000210	Rumor has it that Ruklys has heard about the citizens' harsh conditions {nl}and is negotiating with Kadumel for their amnesty.	시민들이 겪는 고난이 심하다는 보고를 듣고 루클리스 장군께서 시민의 안전을 조건으로 카듀멜과 협상을 한다는 소문이 들린다. 					
QUEST_20150317_000211	An Officer's Record	어느 장교의 기록					
QUEST_20150317_000212	Premier Eminent is in talks with Commander Ruklys. {nl}We may have to move to the Fortress of the Land and let the royal forces claim the city. {nl}It's good news for the civilians at least. Despite the town being conceded, the Fortress will not be taken as easily.	재상인 프리미어 에미넌트가 루클리스 장군과 협상에 응했다고 한다. 협상에 따라 우리는 대지의 요새로 전부 이동하고 도시는 왕실군에게 내어줄 것이란 말이 들린다. 시민들을 생각하면 어쩌면 잘 된 일일 수도 있다. 도시는 양보했지만, 대지의 요새는 적에게 간단히 내줄 만큼 약한 곳이 아니다.					
QUEST_20150317_000213	King Kadumel is keen on persecuting the townspeople. {nl}The premier is pushing Commander Ruklys to negotiate terms ensuring that the civilians are safe from enemy forces. {nl}Despite the royal forces occupying the town, there has yet to be any threatening movement.	카듀멜 국왕이 도시민들을 처벌하라고 고집을 부린다고 한다. 재상인 에미넌트가 그것을 간신히 말리고 루클리스 장군과 협상한 내용대로 도시의 안전을 보장하느라 애쓰고 있다고 한다. 도시를 점령한 왕실군대도 일단은 크게 위협적인 행동을 하지는 않고 있다.					
