ITEM_20150317_000001	no_helmet
ITEM_20150317_000510	Rough Goedendag
ITEM_20150317_000511	Rough Warpick
ITEM_20150317_000512	Club of Soldier
ITEM_20150317_000513	It is a official weapon of Chaplin, but military priests does not use it well.
ITEM_20150317_000514	Iron Club's Mayor
ITEM_20150317_000515	There are trace of the blunt being used as a tool.
ITEM_20150317_000516	Rough Mace
ITEM_20150317_000517	Chakan
ITEM_20150317_000518	Originally, It is a simple plan to create one heavy equipment by combining the multiple blunt instrument.
ITEM_20150317_000519	Heavy Wooden Club
ITEM_20150317_000520	Iron club
ITEM_20150317_000521	Heavy Iron Club
ITEM_20150317_000522	Mace
ITEM_20150317_000523	Heavy Morningstar
ITEM_20150317_000524	Heavy Maol
ITEM_20150317_000525	Heavy Goedendag
ITEM_20150317_000526	Dunkel Maol
ITEM_20150317_000527	Dunkel Battle Hammer
ITEM_20150317_000528	Dunkel Mace
ITEM_20150317_000529	Dunkel Morningstar
ITEM_20150317_000530	Dunkel Goedendag
ITEM_20150317_000531	Battler Maol
ITEM_20150317_000532	Pedimian Club
ITEM_20150317_000533	Rune Mace
ITEM_20150317_000534	Spike Club
ITEM_20150317_000535	Stirus Hammer
ITEM_20150317_000536	War Hammer
ITEM_20150317_000537	Slag Hammer
ITEM_20150317_000538	Five Hammer
ITEM_20150317_000539	If you thought It seems to see the name of a blunt somewhere, you are imagining things. This blunt was created on the basis of a thorough mathematical design.
ITEM_20150317_000540	Spike Mace
ITEM_20150317_000541	One-Hand Blunt [Sting]
ITEM_20150317_000542	Blunt will hit damage. However, exceptions are everywhere.
ITEM_20150317_000543	Shield Breaker
ITEM_20150317_000544	The ultimate of hit is to break the absolutely armor and shields of the enemy. Please try once.
ITEM_20150317_000545	Skull Crushers
ITEM_20150317_000546	Clergy also may open the Sarugye. This also needs to be humble in front of cleric.
ITEM_20150317_000547	Cheminis Maul
ITEM_20150317_000548	It is the most bad in weapons made with alchemy. What hard not hammer.
ITEM_20150317_000549	Maulos Club
ITEM_20150317_000550	It is a blunt instrument of founding initial form of the Kingdom. Now it is more difficult to obtain.
ITEM_20150317_000551	Valtas Morningstar
ITEM_20150317_000552	This blunt is a basic weapon for clerice to fight the demon.
ITEM_20150317_000553	Imperni Mace
ITEM_20150317_000554	It could be inexpensively avialable for Pardner in the old days, But the time has gond away after plant disaster.
ITEM_20150317_000555	Suncus Maul
ITEM_20150317_000556	The first person who devised this weapon is Monk. Now, the varios cleric will use.
ITEM_20150317_000557	Minor Hammer
ITEM_20150317_000558	It may become a weapon if the tool will be properly processed. You do not need to be take all the weapons and tools in the deep mine.
ITEM_20150317_000559	Iron Club of Aras
ITEM_20150317_000560	Weapon used to cast magic. It can be crafted by priests, wizards, Alchemists and even veteran blacksmiths.
ITEM_20150317_000561	Smith Mace
ITEM_20150317_000562	The power of this weapon is independent of the user's ability and faith.
ITEM_20150317_000563	Klavis Mace
ITEM_20150317_000564	Please do not be disappointed in the fact there are no great guy were using this weapon in historically. Maybe you are first time.
ITEM_20150317_000565	Dio Mace
ITEM_20150317_000566	Thresh Mace
ITEM_20150317_000567	Sastas Mace
ITEM_20150317_000568	Drat Mace
ITEM_20150317_000569	Aston Mace
ITEM_20150317_000570	Debby Mace
ITEM_20150317_000571	Prima Mace
ITEM_20150317_000572	Holy Smasher
ITEM_20150317_000573	Priest think there are proud to holy force, however, the recipe of this weapon can be discovered in wrong location.
ITEM_20150317_000574	Kaloo Hammer
ITEM_20150317_000575	After the plant disaster, the new possiblity of weapon production was also opened. It a stroke of good luck in the midst of msifortune.
ITEM_20150317_000576	Drake Tail
ITEM_20150317_000577	It is still told to this day that inventor of this weapon is the old man than the kingdom of the founding . It is a great thing there is a recipe of creation.
ITEM_20150317_000578	Royal Mace
ITEM_20150317_000579	The original is only priest who got the royal approval was a device that can be worn by manufacturing, but it became no sense after the plant of disaster such constraints.
ITEM_20150317_000580	Vubbe Morningstar
ITEM_20150317_000581	3% chance to stun 3 seconds while attacking enemy
ITEM_20150317_000582	Sometimes Vubbes also carry good weapons.
ITEM_20150317_000583	Deathweaver Club
ITEM_20150317_000584	Pray to former owner who became the material of the Deathweaver
ITEM_20150317_000585	Chapparition Mace
ITEM_20150317_000586	This weapon is making a clear effect to any mutations monster.
ITEM_20150317_000587	Stunner
ITEM_20150317_000588	Some of the priests make the opponent dazy in other ways.
ITEM_20150317_000589	Valia
ITEM_20150317_000590	Holy force of goddess will be appled in production process. Senior demon have to worry about it even just saw.
ITEM_20150317_000591	Spearfish Rod
ITEM_20150317_000592	Realize elastic homily.
ITEM_20150317_000593	Wooden Shield
ITEM_20150317_000594	Even it is wood but it means a device that was made with the minimum requirements.
ITEM_20150317_000595	Wooden Buckler
ITEM_20150317_000596	Improved shield by padded iron to around bucker is surprisingly shorter history. Historians believe that the first time the time of the founding of war, you like this shield appeared.
ITEM_20150317_000597	Wooden Kite Shield
ITEM_20150317_000598	Later, Peltasta master managed the form of shiled which was created under an emergency situation, It has created some new uses.
ITEM_20150317_000599	Kite Shield
ITEM_20150317_000600	Metal kite shield began to adopt in the cavalry has been further developed by warriors to pursue robust than the weight.
ITEM_20150317_000601	Round Shield
ITEM_20150317_000602	The weight of the shield with the development of combat technology, went increasingly secondary considerations. Such by the influence the times, this type of shield appeared.
ITEM_20150317_000603	Steel Kite Shield
ITEM_20150317_000604	Due to the strong monster were not previously, the needs of Kite shield made of the strong material with advent is increasing, these epuipments have emerged.
ITEM_20150317_000605	Steel Buckler
ITEM_20150317_000606	Because of Lightweight, various and usability and robustness of the material, Many people choose this equipment.
ITEM_20150317_000607	Machinery Shield
ITEM_20150317_000608	It show a high defense force against a strong blow, so the nobility and cavarlry used a lot.
ITEM_20150317_000609	Rough Wooden Buckler
ITEM_20150317_000610	It is a small shield that you try to see the effect of the shield with less material. It is better than nothing.
ITEM_20150317_000611	Rough Wooden Kite Shield
ITEM_20150317_000612	The first person who devised this type of shield, you have fallen a legend that founder Peltasta master.
ITEM_20150317_000613	Dunkel Wooden Shield
ITEM_20150317_000614	Dunkel Wooden Buckler
ITEM_20150317_000615	Scallop Shield
ITEM_20150317_000616	Penta Shield
ITEM_20150317_000617	Pemidian Shield
ITEM_20150317_000618	Kalkan
ITEM_20150317_000619	Calvary Shield
ITEM_20150317_000620	Knight Shield
ITEM_20150317_000621	Tower Shield
ITEM_20150317_000622	Wooden Shield
ITEM_20150317_000623	This shield is known for the first recipe by successful completion in a lot of try to improve the resitance of wearer to use magic.
ITEM_20150317_000624	Oak Shield
ITEM_20150317_000625	This shield known for using magic attributes of tress to manufacture.
ITEM_20150317_000626	Savage Shield
ITEM_20150317_000627	It gives the magic power to use the alchemy manufacturing rather than a blessing of Goddess Gabija.
ITEM_20150317_000628	Jalia Kite Shield
ITEM_20150317_000629	In the past time, They need lots of materials to create such these shield. It is too easy to make than before.
ITEM_20150317_000630	Heavy Kite Shield
ITEM_20150317_000631	The sturdy protective effect helps wearer not fall on the surprising danger.
ITEM_20150317_000632	Bead shield
ITEM_20150317_000633	It has a good defense force against the lighting attack.
ITEM_20150317_000634	Circle Guard
ITEM_20150317_000635	According to the wearer, if you have long worn, you may be able to feel the warmth.
ITEM_20150317_000636	Ludas Shield
ITEM_20150317_000637	It is known for a magical effect that will enhance the vitality of the wearer.
ITEM_20150317_000638	Minotauros Shield
ITEM_20150317_000639	We can't know how monster have this shield in any path.
ITEM_20150317_000640	Dio Shield
ITEM_20150317_000641	Thresh Shield
ITEM_20150317_000642	Sestas Shield
ITEM_20150317_000643	Drat shield
ITEM_20150317_000644	Aston shield
ITEM_20150317_000645	Debby shield
ITEM_20150317_000646	Prima shield
ITEM_20150317_000647	Wall Guard
ITEM_20150317_000648	Weight limits the behavior of the user, But it has a good defense and an effect more than rewards.
ITEM_20150317_000649	Fortress
ITEM_20150317_000650	Performance is also great, but who like people the a special decoration and appearance want to get.
ITEM_20150317_000651	Beetleback
ITEM_20150317_000652	This the fabrication method of shield is known, it is that of recently. Once stopped plant disaster, there are times when it can not be more directors production.
ITEM_20150317_000653	Meteor
ITEM_20150317_000654	1% chance to recover HP every second for 5 seconds amounting to 200 HP when hit
ITEM_20150317_000655	Sage Wall
ITEM_20150317_000656	In those days Mayburn had been active through the world, There was a record of using the shield with these forms before Mayburn lived in Cathedral.
ITEM_20150317_000657	Aias
ITEM_20150317_000658	According to the legend, Rucklis robbed the recipe of shield from Satan, It seems to have used in manufacture directly.
ITEM_20150317_000659	Royal Shield
ITEM_20150317_000660	It is a equipment that helps to combat. You can be mounted to use right click of mouse.
ITEM_20150317_000661	Emperor Shield
ITEM_20150317_000662	Test Shield
ITEM_20150317_000663	Jiggle bones Mercenary Shield
ITEM_20150317_000664	Jiggle bone Sippar
ITEM_20150317_000665	Jiggle bone Sippar2
ITEM_20150317_000666	Short Spear
ITEM_20150317_000667	One-Handed Spear [Sting]
ITEM_20150317_000668	It is a basic weapon of common soldires and rules weapon.
ITEM_20150317_000669	Espontoon
ITEM_20150317_000670	It will be provided to senior commanders or soldiers.
ITEM_20150317_000671	Wingde Espontoon
ITEM_20150317_000672	It has developed for the cavalry, but After that, the other solider groups have been widely adopted.
ITEM_20150317_000673	Spontoon
ITEM_20150317_000674	It is a upgraded one hand spear of Espntoon.
ITEM_20150317_000675	Asta
ITEM_20150317_000676	People who hate this form has been increased recently.
ITEM_20150317_000677	Long Asta
ITEM_20150317_000678	It is a upgraded spear using the longer edge of Asta.
ITEM_20150317_000679	Heavy Short Spear
ITEM_20150317_000680	Heavy Espontoon
ITEM_20150317_000681	Dunkel Short Spear
ITEM_20150317_000682	Dunkel Espontoon
ITEM_20150317_000683	Dunkel Asta
ITEM_20150317_000684	Long Spoonton
ITEM_20150317_000685	Alchupiz
ITEM_20150317_000686	Gelti Alchupiz
ITEM_20150317_000687	Winged Spear
ITEM_20150317_000688	Breach Pike
ITEM_20150317_000689	Langdebeve
ITEM_20150317_000690	Chauve-souris
ITEM_20150317_000691	Sauroter
ITEM_20150317_000692	It is all good for fighter and near-war and connection between shields.
ITEM_20150317_000693	Duty
ITEM_20150317_000694	It is a development type spear of Saurota. It is also possible to use by turning the spear to reverse if necessary.
ITEM_20150317_000695	Aseguy
ITEM_20150317_000696	Relatively, It has a weight, but it has a offsetting effect with a magic.
ITEM_20150317_000697	Cheminis Spear
ITEM_20150317_000698	There is no equipment that has not been manufactured in alchemy. However, it is not better than weapons came out in the blacksmith.
ITEM_20150317_000699	Grand Spontoon
ITEM_20150317_000700	It is recommended when you want to make the results than your spearmanship.
ITEM_20150317_000701	Zega Spear
ITEM_20150317_000702	Since plant disaster, It was able to find a lot of recipes and anternative materials from monsters.
ITEM_20150317_000703	Harl Spear
ITEM_20150317_000704	It has a magic for wearer to make agility.
ITEM_20150317_000705	This magic spear helps you to not miss the enemy.
ITEM_20150317_000706	Imperni Spear
ITEM_20150317_000707	It is a spear that is suitable to create a spear for myself. However it takes much money.
ITEM_20150317_000708	Fedimian Spear
ITEM_20150317_000709	Due to the issed order a long ago, the recipe of spear is only aviable to trade in Fedimian.
ITEM_20150317_000710	Drat Spear
ITEM_20150317_000711	Aston Spear
ITEM_20150317_000712	Debby Spears
ITEM_20150317_000713	Prima spear
ITEM_20150317_000714	Silver Spear
ITEM_20150317_000715	It has a strong power to demon, but the result is that combination of both alchemy and magic power rather than holy force.
ITEM_20150317_000716	Geras Spear
ITEM_20150317_000717	There is speculation that the power of magic spear is belong to the ordinance.
ITEM_20150317_000718	Doom Spear
ITEM_20150317_000719	This spear was made for the purpose which hit the defense of the enemy.
ITEM_20150317_000720	Firnas
ITEM_20150317_000721	It does not matter the origin of the recipe. Now the important is whether there is an effect to the most violent monsters or not.
ITEM_20150317_000722	Adatag
ITEM_20150317_000723	It looks a weapon to fight under a dangerous battle, but the stability is good unlike appearance.
ITEM_20150317_000724	Stinger
ITEM_20150317_000725	There are lots of ways of spearmanship such as the use of edge, slash, fight. the value of spear is a penetration makes more worth than stick.
ITEM_20150317_000726	Brandish
ITEM_20150317_000727	There is a word from users who like this spear.
ITEM_20150317_000728	It is one hand spear only
ITEM_20150317_000729	Pike
ITEM_20150317_000730	Two-Handed Spear [Sting]
ITEM_20150317_000731	The meaning of cavalry was decreasing in the history of the kingdom, the length of pike is a tendecny to be shorter.
