QUEST_LV_0200_20150317_000001	$Philipas' Soldier
QUEST_LV_0200_20150317_000240	{memo X}Our family can't come into the city from outside. {nl}We need your help. {nl}We can't bring in my family without the troops knowing. {nl}They should all be gone from here.
QUEST_LV_0200_20150317_000241	{memo X}I'm going to make a big fuss in area A. I'm going to call in Saltistter that are roaming around the area. {nl}In order to do this, you need to gather Scented Stone Powder from the monsters. Can you do it?
QUEST_LV_0200_20150317_000242	{memo X}Our families should have passed this place earlier than the Royal Army. {nl}But Retia hurried things when the Stone Frost swept by some time ago so we weren't able to.
QUEST_LV_0200_20150317_000243	{memo X}This is exactly right. {nl}If you pour this here, you will soon see the Saltistter show up it's huge self. {nl}But that is not our plan!
QUEST_LV_0200_20150317_000244	{memo X}We should not make this place a battlefield. Then our families can't pass through. {nl}Let's think for a while..
QUEST_LV_0200_20150317_000245	{memo X}Apply this powder on x monster that appear in area B. {nl}Then the bewitched Saltistter will attack them. {nl}Retia will not just stand and watch her area be invaded like that.
QUEST_LV_0200_20150317_000246	{memo X}Our families come from various areas. I was also once a junior officer with dreams to become a strategist. {nl}Of course, it was before the area I was assigned to completely disappeared from the map 4 years ago on Medzio Diena.
QUEST_LV_0200_20150317_000247	{memo X}Did you use everything? {nl}Then now it's time to get busy!
QUEST_LV_0200_20150317_000248	{memo X}Go to Retia and tell her that Saltistter is coming. {nl}She won't believe it but I can already feel the Saltistter running at us. {nl}Hurry!
QUEST_LV_0200_20150317_000249	{memo X}You just have to tell her that Saltistter is coming. {nl}There is no reason for her to suspect us.
QUEST_LV_0200_20150317_000250	{memo X}Our families passed through this place thanks to you. {nl}You will find many interesting truths if you continue your journey in this area. {nl}And you may also meet our families. But be careful of the Dico Thieves. {nl}Unlike us, they were robbers from the beginning.
QUEST_LV_0200_20150317_000251	$Guard Gofden
QUEST_LV_0200_20150317_000252	{memo X}I don't want to be here either. There's really no need to guard this place. {nl}Orders came in to support the Knights of Kaliss.
QUEST_LV_0200_20150317_000253	{memo X}Can you help me? {nl}Kostas has not come back for days so I can't leave this place but the monsters are running wild so I can't just stay put.
QUEST_LV_0200_20150317_000254	{memo X}The officers don't like the Knights of Kaliss. {nl}As for lower rank guards like me, Knights of Kaliss give us supplies and support so there's no reason for us to hate them.
QUEST_LV_0200_20150317_000255	{memo X}When I first came here, we just had to be careful of the Stone Frosts but since Medzio Diena 4 years ago, every day is a crisis. {nl}I'm going to apply to move out when I'm done here.
QUEST_LV_0200_20150317_000256	{memo X}It hasn't been that long for the Royal Army to enter this area by the request of Kostas. {nl}Much of the city remained in it's original form 600 years after the misfortune. {nl}One of my missions here is to clear the records of rebels remaining here.
QUEST_LV_0200_20150317_000257	{memo X}I can't leave my post since Kostas is not here. Can you take care of it for me? {nl}You can find many records if you look around the trade area and Parduo square area.
QUEST_LV_0200_20150317_000258	{memo X}Don't mind what's written on the records. {nl}It's all nonsense.
QUEST_LV_0200_20150317_000259	{memo X}I have to escort, clean up, and guard. I wonder how they are expecting me to do everything alone. {nl}It's a good thing you came to help.
QUEST_LV_0200_20150317_000260	{memo X}A few days before I was dispatched here, many soldiers came to this place to do a preliminary check for the research of Knights of Kaliss. {nl}But no one returned. They were attacked by the irregular Stone Frosts.
QUEST_LV_0200_20150317_000261	{memo X}I was ordered to take back their keepsakes but it's hard just to think about it. {nl}Can you help me out?
QUEST_LV_0200_20150317_000262	{memo X}The authorities do not take it well that tens of soldiers were sacrificed for support activities. {nl}That's why the Royal Army and the Knights of Kaliss have become distant.
QUEST_LV_0200_20150317_000263	{memo X}You may not believe it but I might have been standing there too. {nl}Good thing I was off duty that day.. I don't even want to think about it. {nl}I will deliver this to the families of the deceased.
QUEST_LV_0200_20150317_000264	{memo X}How are you traveler, although, I don't know why you are passing through this place..
QUEST_LV_0200_20150317_000265	{memo X}Ah, so you are the famous Revelator. I've heard a lot about you from my colleagues in Klaipeda. {nl}They say you go around to save the world according to the will of the goddess?
QUEST_LV_0200_20150317_000266	{memo X}Then let me make a good offer, I found a way to turn back this Petrified City. Can you help me? {nl}First, get rid of the monsters around here. I have to be safe first before I can tell you anything, right?
QUEST_LV_0200_20150317_000267	{memo X}The Cryomancers in Klaipeda are stubborn and arrogant. If you feel something like that from me, then that's your delusion. {nl}There is Cryomancer as humane and warm-hearted as me.
QUEST_LV_0200_20150317_000268	{memo X}Did you dry the seeds? Good, anyway.
QUEST_LV_0200_20150317_000269	{memo X}Now, the next test is for you to take this and test if it's usable while I find the formula of magic circle. {nl}An Ice wall will appear if you use this so check how useful that is to the monsters. {nl}We need a safety net in order to test and this will do the job.
QUEST_LV_0200_20150317_000270	{memo X}The monsters will come attacking when the Ice wall is formed so take care of the rest of the monsters that you missed a while ago.
QUEST_LV_0200_20150317_000271	{memo X}Stone Frost will not happen anymore for a while. {nl}Don't worry about that.
QUEST_LV_0200_20150317_000272	{memo X}It's very effective! Now this should be able to block monsters or Revelators.
QUEST_LV_0200_20150317_000273	{memo X}Now we get to the important part. The most important part of the test is to find the Mark of Silk, a strong magic tool that can turn back petrified things. {nl}The stupid Royal Army lost the last Mark in this area 4 years ago so it's probably somewhere around here. {nl}It can also be inside the monster's stomach.
QUEST_LV_0200_20150317_000274	{memo X}Defeat the monsters and get the shiny stone from them. That will shine by itself so bring that and I will look for it.
QUEST_LV_0200_20150317_000275	{memo X}The stupid Royal Army probably doesn't know how great that Mark is. {nl}Probably no one knows, except me.
QUEST_LV_0200_20150317_000276	{memo X}Pray that the Mark of Silk is among these stones. {nl}If not, I will be really mad.
QUEST_LV_0200_20150317_000277	{memo X}Aha! It's here. Why wasn't the Royal Army able to find it when it is so easy like this? {nl}Are their heads only good for wearing helmets? Anyway, let's begin the test. Follow me to the magic circle I installed.
QUEST_LV_0200_20150317_000278	{memo X}Hey friend, how did you get here? {nl}Are you looking for a job? {nl}I might sound a bit nosy but It's dangerous to go around alone. {nl}Of course, the same goes for anyone else too.
QUEST_LV_0200_20150317_000279	{memo X}I need to work in the commercial area but I can't work alone because of the monsters. {nl}Can you help me out?
QUEST_LV_0200_20150317_000280	{memo X}It's a good thing the cowardly Dico Thieves did not come until here. {nl}Things are limited but people are coming in flocks to take it away..
QUEST_LV_0200_20150317_000281	{memo X}If it's cleared up that much, then looks like I can start already.
QUEST_LV_0200_20150317_000282	{memo X}I'm gonna go to Gerove Workshop. Can you help me out while I work? {nl}You jsut have to follow me around and fight the monsters while I do the work.
QUEST_LV_0200_20150317_000283	{memo X}I got a load of it thanks to you. I won't have to go around for days. {nl}I plan to wait here until my colleagues arrive.
QUEST_LV_0200_20150317_000284	{memo X}Please take care of the monsters and graverobbers in the Military District while I prepare the test. {nl}We should not be caught or interrupted.
QUEST_LV_0200_20150317_000285	{memo X}It's relatively safe on top of the fortress. There are monsters and thieves swarming if you leave this place.
QUEST_LV_0200_20150317_000286	You cleared the test areas. Good job.
QUEST_LV_0200_20150317_000287	{memo X}I will proceed the test from up here. {nl}Please go to the portal and prepare to test it.
QUEST_LV_0200_20150317_000288	{memo X}Everything will be alright. It's all just visuals and it can't come across to this world.
QUEST_LV_0200_20150317_000289	{memo X}Something outrageous happened. What could those be? {nl}Chronomancers will not believe it. Did the past interfere with the future? Or the future interfere with the past?
QUEST_LV_0200_20150317_000290	{memo X}I better stay here and tune the portal leading to Final Battle Field.
QUEST_LV_0200_20150317_000291	$Adjutant General Hans
QUEST_LV_0200_20150317_000292	{memo X}It hasn't been long since we cooperated with the graverobbers. {nl}Supporting them without the Royal Army knowing is like having your life on the line. {nl}But what can we do. We're just following orders. .
QUEST_LV_0200_20150317_000293	{memo X}They will pass through the Downtown Street. {nl}Of course, they will face the monsters. A big commotion will happen and the guards will find them. {nl}I want you to get your hands on at that point. Unlike the Dico Thieves, they can't stand to be in debt so they will be helpful to your journey.
QUEST_LV_0200_20150317_000294	{memo X}They are more than just a few so we don't know when they will pass through. {nl}But we continuously watch over so that nothing will go wrong.
QUEST_LV_0200_20150317_000295	{memo X}Did you defeat the monsters? The guards were asking what the fuss is about so I told them about you. {nl}Everything should be alright.
QUEST_LV_0200_20150317_000296	Don't forget. Our helping the graverobbers here is a secret to the Royal Army. {nl}Your life can be on the line.
QUEST_LV_0200_20150317_000297	{memo X}We need to bring Stepnas to Downtown Street. {nl}He promised to get us the Frost Core which will help in studying the Stone Frost. {nl}We need to slip away the guards in order to do that.
QUEST_LV_0200_20150317_000298	{memo X}The guards are unofficially receiving supples from the knights. Please coat it with the monster's scent. {nl}Then give it to the guards at the mouth of the river. This will cause a big commotion.
QUEST_LV_0200_20150317_000299	{memo X}They will reduce their boundaries as they are getting attacked. {nl}Or bring a huge army in. {nl}But they won't be able to do that with the current state the Kingdom is in.
QUEST_LV_0200_20150317_000300	Did the guards sense the scent? {nl}The monsters should have.
QUEST_LV_0200_20150317_000301	{memo X}The Stone Whale will soon attack the guards. {nl}Act like you're greeting them and lead them to vacate the crossroad. {nl}Then Steponas will pass through without secretly.
QUEST_LV_0200_20150317_000302	{memo X}Rofdel will be watching from the watchtower but on a foggy day like this, he won't take action.
QUEST_LV_0200_20150317_000303	{memo X}Steponas passed through safely. {nl}He was looking for you. Go and help him. {nl}The guards won't mention our names to Rofdel. {nl}What they have been taking until now was all against the military law.
QUEST_LV_0200_20150317_000304	{memo X}The knightage headquarters are collecting old records that the Royal Army weren't able to clean up. {nl}Since you've seen it a few times yourself, did you sense something fishy?
