QUEST_LV_0100_20150317_000001	Sentinel
QUEST_LV_0100_20150317_000347	Actually, it doesn't make sense for the supply solider to get the supplies.  {nl}It should have come from Klaipeda. 
QUEST_LV_0100_20150317_000348	Thank you. {nl} Unexpected help always feels good. 
QUEST_LV_0100_20150317_000349	In fact, everything would have been fine if Pokubus weren't around. {nl} The Pokubus were running wild and that's why were weren't able to retrieve all the supplies. 
QUEST_LV_0100_20150317_000350	I don't know why they suddenly prey on the supplies. {nl} Could something be commanding them?
QUEST_LV_0100_20150317_000351	Thank you. {nl} I envy your ability.
QUEST_LV_0100_20150317_000352	Eastern Woods Search Scout
QUEST_LV_0100_20150317_000353	Oh, it's you. {nl} I have heard from the operations officer. {nl}
QUEST_LV_0100_20150317_000354	Vubbe Fighter is hiding deep in the Nudegi Felled Area. {nl} We got the orders to kill but it may be safer to wait for additional troops.
QUEST_LV_0100_20150317_000355	I'm just a search scout but it was my first time to see the Vubbe Fighter so near.
QUEST_LV_0100_20150317_000356	Awesome. You got rid of it by yourself. {nl} Go ahead and report to sir Aras. He'll be very pleased.
QUEST_LV_0100_20150317_000357	You mean you really killed the Vubbe Fighter? {nl}Well then, now we can be relieved since the number of monsters will no longer grow.
QUEST_LV_0100_20150317_000358	Of course. As promised, I will grant your access to the Miners' Village. {nl} Please wait.
QUEST_LV_0100_20150317_000359	If you find any clues, let the Operations Officer in the northern area know about it.
QUEST_LV_0100_20150317_000360	I think the Miners' Village is not in a good situation. {nl}It's too late to move the troops so you go first to support the Miners' Village.
QUEST_LV_0100_20150317_000361	They have low IQ but these monsters build groups and live as a community. {nl} They used to appear only occasionally in the deeper areas of the mines... Could they be expanding their forces? {nl}
QUEST_LV_0100_20150317_000362	Whatever the reason is, Vubbes expanding their territory is a big problem. {nl} The monster that lose  territory to Vubbes will be forced to make their way into our base.
QUEST_LV_0100_20150317_000363	It's a single road from here on so you'll be able to find the people easily. {nl}
QUEST_LV_0100_20150317_000364	Oh, let me give you some helpful information in return to your kind act for our village. {nl} The evidence of salvation that the Revelators are looking for can be found in the Closed Area. 
QUEST_LV_0100_20150317_000365	One thing, there's something that keeps bothering me. {nl} A vague feeling of something alien.
QUEST_LV_0100_20150317_000366	Miner
QUEST_LV_0100_20150317_000367	Thank you for saving me. {nl} The revelator has come to save us. It's like a dream. {nl}
QUEST_LV_0100_20150317_000368	The Closed Area? {nl} If you insist to get in..  Gather the mysterious stones the Vubbes have. {nl} The walls just open when you touch the crystal clogged wall with it.
QUEST_LV_0100_20150317_000369	I'm collecting the supplies to be sent to the Miners Village. {nl} The monsters stole it all. {nl}
QUEST_LV_0100_20150317_000370	But supply box also contains dangerous explosives and collecting them is not an easy task.
QUEST_LV_0100_20150317_000371	They couldn't have gone far. {nl}It would have been better it exploded on their way.
QUEST_LV_0100_20150317_000372	
QUEST_LV_0100_20150317_000373	
QUEST_LV_0100_20150317_000374	I knew you would. {nl} One more thing, the ground of the Closed Area is weak so the entrance have been blocked for a long time. {nl}
QUEST_LV_0100_20150317_000375	The kidnapped people are veteran miners so they may know how to get in. {nl} Well then, may be blessings of Goddess be with you.
QUEST_LV_0100_20150317_000376	It wasn't long ago. {nl} I felt a strange power while performing various experiments in the Closed Area. {nl}It was different from the mana that we know but it was very warm. {nl}
QUEST_LV_0100_20150317_000377	But the force that did not allow me to approach it as if it had an owner already. {nl} A few days after the incident, the bishop dreamed about the evidence of salvation. {nl}
QUEST_LV_0100_20150317_000378	Perhaps the evidence of salvation is the force I felt .. {nl} That's what I think.
QUEST_LV_0100_20150317_000379	All I see are monsters and we're out of supplies. {nl}I'm also curious how the battle situation is in Miners' Village.
QUEST_LV_0100_20150317_000380	Until I'm assigned a new task, I'm thinking of going back to my duties as a search scout. {nl} Observing the monsters, you know. 
QUEST_LV_0100_20150317_000381	The Miners' Village is under battle and entrance is prohibited for civilians. {nl}Remember that we can't guarantee your safety if you do not get my permission.
QUEST_LV_0100_20150317_000382	You have to cheer up.{nl} Even sir Aras is holding on.
QUEST_LV_0100_20150317_000383	Goddess Zemyna overlooks the earth. {nl}There are rumors that the Goddess has abandoned us but that's nonsense. {nl}Her statue still shines beautifully when you pray to it. 
QUEST_LV_0100_20150317_000384	Vubbes suddenly came pouring in from outside of the Siaulai Woods. {nl} That's why the Mining Village located in the middle of it turned to a battlefield. {nl}
QUEST_LV_0100_20150317_000385	That's why I can't permit entrance to the Miners Village for safety reasons. {nl} Of course it will be a different story if your skill are good enough to ensure your safety even without the protection of guards.
QUEST_LV_0100_20150317_000386	Gosh, it could have been really dangerous. {nl} That huge thing was hiding so well.
QUEST_LV_0100_20150317_000387	It's very important to study monsters at times like this. {nl}It's like weather forecasts where you try to find out the cause and see what would happen.
QUEST_LV_0100_20150317_000388	I'm sure the leaf bugs in Uoros farm stole it. {nl}They did steal from us once before. 
QUEST_LV_0100_20150317_000389	Send my regards to the Guard Captain when you meet him.
QUEST_LV_0100_20150317_000390	Then, in order to test if your skills are good enough to enter the Miners Village.. {nl} I need you to help us solve a problem we have. {nl}
QUEST_LV_0100_20150317_000391	First, take back the farm from the Pokubus. {nl} I believe this would be a fairly easy task
QUEST_LV_0100_20150317_000392	There seems to be a gap in the rock where you can insert something.
QUEST_LV_0100_20150317_000393	Let's search the Bulvjes farm first. {nl}But don't chase them or something as it can be dangerous. 
QUEST_LV_0100_20150317_000394	It makes me wonder if you're an envoy of the Goddess. {nl} Anyway, supplies camp is located further below the farm.
QUEST_LV_0100_20150317_000395	4
QUEST_LV_0100_20150317_000396	Vubbes are emerging inside the Mine Gallery so be sure to stay together in groups of 5.
QUEST_LV_0100_20150317_000397	Equipment  Merchant
QUEST_LV_0100_20150317_000398	Even at times like this, I struggle to find the best items I can. You can't go easy in terms of dealing with your customers. 
QUEST_LV_0100_20150317_000399	Monsters attack and steal from people who buy items from me. I think they know can tell which items are good. I feel sorry for those who were attacked but it also proves that the items are worth it. 
QUEST_LV_0100_20150317_000400	The monsters never raided into Klaipeda but with sir Uska gone, it's hard to be at ease. You have you watch out for yourself at times like this.
QUEST_LV_0100_20150317_000401	I want to travel with a single weapon in hand like an adventurer.. But I guess that's hard..
QUEST_LV_0100_20150317_000402	If you listen to the soldiers, they use terms only they can understand and make it sound difficult. And when I ask a friend soldier, it's not like they are talking about anything important.
QUEST_LV_0100_20150317_000403	Be cautious of people who sell weapons from monsters without permit. They scam you to buy useless things or sell at ridiculously high prices. 
QUEST_LV_0100_20150317_000404	Item Merchant
QUEST_LV_0100_20150317_000405	It's the little things you miss out that makes you regret when you travel. Better to buy enough of it when you can.
QUEST_LV_0100_20150317_000406	I feel sorry for those who were injured. Can't we get along with the monsters?
QUEST_LV_0100_20150317_000407	I'd rather want to stay safe and at peace even if the sales would be lower rather than sales going up because of people worrying when the monsters would attack.
QUEST_LV_0100_20150317_000408	I sell things that people need but I sometimes think it would have been better if i was a healer because you can be closer to the explorers to help them.
QUEST_LV_0100_20150317_000409	I hear strange howling from a distance. Could it be the sound of the monstesr?
QUEST_LV_0100_20150317_000410	People say I'm weird and I talk too much but i don't mind. Even if I'm really weird like they say, that doesn't mean even the items I sell are also weird.
QUEST_LV_0100_20150317_000411	Blacksmith
QUEST_LV_0100_20150317_000412	Hello. {nl} I can help you repair items but I can't craft new ones because I don't have the materials.  {nl} Go on and choose from whatever is available.
QUEST_LV_0100_20150317_000413	Klaipeda resident
QUEST_LV_0100_20150317_000414	It's true we're in tough times but everyone looking after the soldiers only.
QUEST_LV_0100_20150317_000415	Aside from anything else, I want to eat till i'm full. {nl} You need to eat to have strength.
QUEST_LV_0100_20150317_000416	Why have the Goddess disappeared? {nl} Everyone is looking for where they've gone but no one is asking why they disappeared.
QUEST_LV_0100_20150317_000417	I can't eat, wear, or rest freely because of those monsters. {nl} In the old days, we used gather herbs or pick fruits in Siaulai Forest you know.
QUEST_LV_0100_20150317_000418	Everyone is talking about the war wherever you go. {nl} Like who and how much people are hurt or who's assigned to where. {nl} All the stories about the war makes me sick!
QUEST_LV_0100_20150317_000419	I heard they will send soldiers who aren't even trained into the nest of monsters. {nl} It might be better to gather the old people and make them soldiers. 
QUEST_LV_0100_20150317_000420	My life is just a repetition of worries and anger. {nl} The Goddess should return soon.
QUEST_LV_0100_20150317_000421	There are suddenly many people who dreamed about the revelation. {nl} Could it be a sign of something about to happen again? {nl}
QUEST_LV_0100_20150317_000422	Bishop of Klaipeda also dreamed about the Goddess. {nl} Could it be the same dream with the Revelators?
QUEST_LV_0100_20150317_000423	Mother of Soldier
QUEST_LV_0100_20150317_000424	)} My son had enlisted to the Army. {nl} He said who would if not him at such difficult times like this. 
QUEST_LV_0100_20150317_000425	)} Monster are growing and the forest is too chaotic for people to live in. {nl} At least, Klaipeda is safe. 
QUEST_LV_0100_20150317_000426	)} At least Klaipeda is safe but other cities are in chaos? {nl} Well, putting aside the capital, Fedimian has totally collapsed except for the Sacred Area. 
QUEST_LV_0100_20150317_000427	)} It's a good thing that my son accomplished his dream of becoming a solder.. {nl} But the monsters are rising and I'm worried he might get hurt.
QUEST_LV_0100_20150317_000428	)} Maybe Klaipeda is where the Goddess has bestowed her blessings. {nl} I hope the blessings would also reach my son who enlisted in the army.
QUEST_LV_0100_20150317_000429	)} My husband used to be a miner and how relieved I am that he isn't anymore. {nl} It would be too dangerous if the monsters raid at times like this isn't it?
QUEST_LV_0100_20150317_000430	)} Many refugees came from the fallen town. {nl} Our food supplies are also running short but we still have to help each other.
QUEST_LV_0100_20150317_000431	I may not bring in the items with best quality but isn't having all the items necessary a skill of its own? Gotta work hard to get through tough times.
QUEST_LV_0100_20150317_000432	I think the best weapons and armors are the ones that you get used to over a long period time. In order to do so, you must start first by buying good items. 
QUEST_LV_0100_20150317_000433	I used to pack my things and go around on travel in the past but I guess that would be difficult now. 
QUEST_LV_0100_20150317_000434	Try using a variety of weapons. Eventually, you'll find one that a fits you.
QUEST_LV_0100_20150317_000435	The armors that suit you guarantees your safety.
QUEST_LV_0100_20150317_000436	Difference in a single armor can result in life and death. Look around if you have anything you need. 
QUEST_LV_0100_20150317_000437	It's free to look around.
QUEST_LV_0100_20150317_000438	Look around and see if you need anything.
QUEST_LV_0100_20150317_000439	Look around carefully. You might find something that can help you. 
QUEST_LV_0100_20150317_000440	Sometimes, things that you just look at without any thoughts can actually fit you very well so take a look and think about it.
QUEST_LV_0100_20150317_000441	You can just look around. Find me anytime you need. 
QUEST_LV_0100_20150317_000442	We have enough items so take a look.
QUEST_LV_0100_20150317_000443	You need good weapons and armors to prepare for the monsters. That is what I'm selling.
QUEST_LV_0100_20150317_000444	Items I have for sale are flawless. These are all new.
QUEST_LV_0100_20150317_000445	If you don't prepare the equipments now, you might regret it later when you're surrounded by the monsters. Look around when you can.
QUEST_LV_0100_20150317_000446	I've prepared the best items I can find. The prices aren't bad either so look around.
QUEST_LV_0100_20150317_000447	The things I sell are good both in price and quality.
QUEST_LV_0100_20150317_000448	Care to look at the items I'm selling if you have time?
QUEST_LV_0100_20150317_000449	I hope good items will find good owners.
QUEST_LV_0100_20150317_000450	Yes this was originally a bustling shopping area. But everyone left as it became difficult to live..
QUEST_LV_0100_20150317_000451	I was too busy to afford to talk to the people when they gathered.
QUEST_LV_0100_20150317_000452	A lot of people seem to be coming thanks to sir Uska's recruitment notice.
QUEST_LV_0100_20150317_000453	There's a lot to prepare when you go to battle with the monsters.
QUEST_LV_0100_20150317_000454	Times are difficult but I decided not to raise the prices. Have a look.
QUEST_LV_0100_20150317_000455	Monsters mistake things for food and swallow just swallow it. They must be really hungry.
QUEST_LV_0100_20150317_000456	I once encountered a monster in Siauliai Woods. I just stood still and the monster went away... I guess there are monsters that do not make the first attack on people.
QUEST_LV_0100_20150317_000457	I've heard that some people sell things that are dropped from those who were running away from the monsters. Things I sell are not like that so no need to worry about that.
